,Actors,BoxOffice,Country,Director,Genre,Label,Language,Runtime,Title,Unnamed: 0,Writer,Year
1039,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Renee Victor",28605090.0,USA,Christopher Landon,Horror,0,English,84.0,Paranormal Activity: The Marked Ones,1139.0,"Christopher Landon, Oren Peli (based on the film ""Paranormal Activity"" by)",2014.0
1040,"Ben Van den Heuvel, Eva van der Gucht, Thomas Coumans, Katelijne Damen",16710.0,Belgium,Bavo Defurne,Drama,1,Dutch,94.0,North Sea Texas,1140.0,"Andre Sollie (novel), Bavo Defurne, Yves Verbraeken",2011.0
1041,"Miranda Richardson, Hannelore Elsner, Georgina Verbaan",391942.0,UK,Nick Stringer,Documentary,1,English,81.0,Turtle: The Incredible Journey,1141.0,Melanie Finn,2009.0
1042,"Jet Li, Shengyi Huang, Raymond Lam, Charlene Choi",10575.0,China,Siu-Tung Ching,Action,1,Mandarin,100.0,The Sorcerer and the White Snake,1142.0,Tan Cheung,2011.0
1043,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",85017401.0,USA,Simon West,Action,0,English,103.0,The Expendables 2,1143.0,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)",2012.0
1044,"Pudsey, David Walliams, Jessica Hynes, John Sessions",661344.0,UK,Nick Moore,Comedy,1,English,87.0,Pudsey the Dog: The Movie,1146.0,Paul Rose,2014.0
1045,"Patton Oswalt, Kevin Corrigan, Michael Rapaport, Marcia Jean Kurtz",105339.0,USA,Robert Siegel,Comedy,1,English,88.0,Big Fan,1147.0,Robert Siegel,2009.0
1046,"Brandon Routh, Anita Briem, Sam Huntington, Taye Diggs",856849.0,USA,Kevin Munroe,Action,1,English,107.0,Dylan Dog: Dead of Night,1148.0,"Thomas Dean Donnelly, Joshua Oppenheimer, Tiziano Sclavi (comic book series ""Dylan Dog"")",2010.0
1047,"Mathieu Amalric, Edouard Baer, Maria de Medeiros, Golshifteh Farahani",253705.0,France,"Vincent Paronnaud, Marjane Satrapi",Comedy,1,French,93.0,Chicken with Plums,1149.0,"Marjane Satrapi, Vincent Paronnaud, Marjane Satrapi (comic book)",2011.0
1048,"Kang-ho Song, Hee-jin Choi, Dong-soo Seo, Hwa-ryong Lee",296441.0,South Korea,Chan-wook Park,Drama,1,Korean,135.0,Thirst,1150.0,"Emile Zola (inspired by ""Therese Raquin""), Chan-wook Park (screenplay by), Seo-kyeong Jeong (screenplay by)",2009.0
1049,"Adewale Akinnuoye-Agbaje, Christopher Eccleston, Gregory Fitoussi, Joseph Gordon-Levitt",150167630.0,USA,Stephen Sommers,Action,0,English,118.0,G.I. Joe: The Rise of Cobra,1151.0,"Stuart Beattie (screenplay), David Elliot (screenplay), Paul Lovett (screenplay), Michael B. Gordon (story), Stuart Beattie (story), Stephen Sommers (story)",2009.0
1050,"Moises Arias, Bridgit Mendler, David Henrie, Will Arnett",19192510.0,Japan,Hiromasa Yonebayashi,Animation,0,Japanese,94.0,Arrietty,1152.0,"Mary Norton (novel), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay)",2010.0
1051,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",100000.0,USA,Josh Boone,Comedy,1,English,97.0,Stuck in Love,1153.0,Josh Boone,2012.0
1052,"Mustafa Kamel, Hussein Sami, Remy Girard, Melissa Desormeaux-Poulin",6857096.0,Canada,Denis Villeneuve,Drama,0,French,131.0,Incendies,1154.0,"Denis Villeneuve (scenario), Wajdi Mouawad (play), Valerie Beaugrand-Champagne (collaboration), Denis Villeneuve (dialogue)",2010.0
1053,"Sebastian Arcelus, Bill English, Rhett Henckel, Michael Izquierdo",1693.0,USA,Craig DiFolco,Drama,1,English,90.0,The Last Day of August,1155.0,"Craig DiFolco, Sara Rempe",2012.0
1054,"Brendan Cowell, Peter Dinklage, Yvonne Strahovski, Peter Helliar",874533.0,Australia,Daina Reid,Comedy,1,English,107.0,I Love You Too,1156.0,Peter Helliar,2010.0
1055,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma Kohli",644010.0,India,Nikkhil Advani,Drama,1,Hindi,140.0,Patiala House,1157.0,"Nikkhil Advani (story & screenplay), Earl D'Souza (lyrics), Anvita Dutt Guptan (dialogues), Harshdeep Kaur (lyrics)",2011.0
1056,"Ernest Borgnine, Barry Corbin, Carla Ortiz, Arturo del Puerto",9890.0,USA,Elia Petridis,Comedy,1,English,99.0,The Man Who Shook the Hand of Vicente Fernandez,1158.0,Elia Petridis,2012.0
1057,"Joshua Alscher, Tim Bellow, Tony Bentley, Tammy Blanchard",8134217.0,USA,Darnell Martin,Biography,0,English,109.0,Cadillac Records,1159.0,Darnell Martin,2008.0
1058,"Kodi Smit-McPhee, Chloe Grace Moretz, Richard Jenkins, Cara Buono",12134420.0,UK,Matt Reeves,Drama,0,English,116.0,Let Me In,1160.0,"Matt Reeves (screenplay), John Ajvide Lindqvist (screenplay ""Lat den ratte komma in""), John Ajvide Lindqvist (novel)",2010.0
1059,"Marques Houston, Mekia Cox, Lynn Whitfield, Tristen M. Carter",169000.0,USA,Chris Stokes,Drama,1,English,106.0,Battlefield America,1161.0,"Marques Houston (screenplay), Chris Stokes (screenplay)",2012.0
1060,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce",17609982.0,USA,Taylor Hackford,Action,0,English,118.0,Parker,1162.0,"John J. McLaughlin (screenplay), Donald E. Westlake (novel)",2013.0
1061,"Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker",4360548.0,USA,"Brian Koppelman, David Levien",Comedy,1,English,90.0,Solitary Man,1163.0,Brian Koppelman,2009.0
1062,"Daniel Auteuil, Kad Merad, Sabine Azema, Jean-Pierre Darroussin",385406.0,France,Daniel Auteuil,Drama,1,French,107.0,The Well-Digger's Daughter,1165.0,"Marcel Pagnol (early screenplay), Daniel Auteuil (adaptation)",2011.0
1063,"Alicia Silverstone, Krysten Ritter, Larry Wilmore, Bettina Bresnan",2741.0,USA,Amy Heckerling,Comedy,1,English,92.0,Vamps,1166.0,Amy Heckerling,2012.0
1064,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel",94700000.0,USA,Roland Emmerich,Action,0,English,109.0,"10,000 BC",1167.0,"Roland Emmerich, Harald Kloser",2008.0
1065,"Brit Marling, Hailee Steinfeld, Muna Otaru, Sam Worthington",27166.0,USA,Daniel Barber,Drama,1,English,95.0,The Keeping Room,1168.0,Julia Hart,2014.0
1066,"Farhan Akhtar, Sonam Kapoor, Pavan Malhotra, Art Malik",1626289.0,India,Rakeysh Omprakash Mehra,Biography,1,Hindi,186.0,Bhaag Milkha Bhaag,1169.0,Prasoon Joshi,2013.0
1067,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",190871149.0,USA,Robert Stromberg,Action,0,English,97.0,Maleficent,1170.0,"Linda Woolverton (screenplay by), Charles Perrault (based on ""La Belle au bois dormant"" written by)",2014.0
1068,"Robert Olsen, Isabelle McNally, Christine Donlon, Arturo Castro",2621.0,USA,Eric Chaney,Drama,1,English,72.0,Indigo Children,1171.0,Eric Chaney,2012.0
1069,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",16031583.0,USA,Karyn Kusama,Comedy,0,English,102.0,Jennifer's Body,1172.0,Diablo Cody,2009.0
1070,"Anne Hathaway, Jim Sturgess, Tom Mison, Jodie Whittaker",13766014.0,USA,Lone Scherfig,Drama,0,English,107.0,One Day,1173.0,"David Nicholls (screenplay), David Nicholls (book)",2011.0
1071,"Johnny Knoxville, Bam Margera, Ryan Dunn, Steve-O",117222007.0,USA,Jeff Tremaine,Documentary,0,English,94.0,Jackass 3D,1174.0,"Jeff Tremaine (concepts by), Johnny Knoxville (concepts by), Bam Margera (concepts by), Steve-O (concepts by), Chris Pontius (concepts by), Ryan Dunn (concepts by), Jason 'Wee Man' Acuna (concepts by), Preston Lacy (concepts by), Ehren McGhehey (concepts by), Dave England (concepts by), Spike Jonze (concepts by), Loomis Fall (concepts by), Barry Owen Smoler (concepts by), The Dudesons (concepts by), Dave Carnie (concepts by), Mike Kassak (concepts by), Madison Clapp (concepts by), Knate Lee (concepts by), Derek Freda (concepts by), Trip Taylor (concepts by), Sean Cliver (concepts by), Dimitry Elyashkevich (concepts by), J.P. Blackmon (concepts by), Rick Kosick (concepts by), Harrison Stone",2010.0
1072,"Michel Bouquet, Christa Theret, Vincent Rottiers, Thomas Doret",1459649.0,France,Gilles Bourdos,Biography,1,French,111.0,Renoir,1175.0,"Jacques Renoir (based on work ''Le tableau amoureux' by), Gilles Bourdos (screenplay), Jerome Tonnerre (screenplay), Michel Spinosa (screenplay collaboration)",2012.0
1073,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn",63677735.0,UK,Jaume Collet-Serra,Action,0,English,113.0,Unknown,1176.0,"Oliver Butcher (screenplay), Stephen Cornwell (screenplay), Didier Van Cauwelaert (novel)",2011.0
1074,"Wes Bentley, Vincent Piazza, Amber Tamblyn",1279.0,USA,Gabriel Cowan,Drama,1,English,90.0,3 Nights in the Desert,1178.0,Adam Chanzit (screenplay),2014.0
1075,Mads Brugger,27503.0,Denmark,Mads Brugger,Documentary,1,Danish,93.0,The Ambassador,1179.0,"Mads Brugger (original idea), Mads Brugger, Maja Jul Larsen",2011.0
1076,"Dan Aykroyd, Justin Timberlake, Anna Faris, Tom Cavanagh",100169068.0,USA,Eric Brevig,Animation,0,English,80.0,Yogi Bear,1180.0,"J.R. Ventimilia, Joshua Sternin, Brad Copeland, Joseph Barbera (characters), William Hanna (characters)",2010.0
1077,"Michael Douglas, Jeremy Irvine, Hanna Mangan Lawrence, Ronny Cox",32050.0,USA,Jean-Baptiste Leonetti,Thriller,1,English,91.0,Beyond the Reach,1181.0,"Stephen Susco (screenplay), Robb White (based on the book: ""Deathwatch"")",2014.0
1078,"Colin Farrell, Matt Bomer, Lucy Griffiths, Michael Crane",10628616.0,USA,Akiva Goldsman,Drama,0,English,118.0,Winter's Tale,1182.0,"Akiva Goldsman (screenplay), Mark Helprin (novel)",2014.0
1079,"Fran Kranz, Jocelin Donahue, Kenny Wormald, Chris Mulkey",5374.0,USA,Jack Bryan,Crime,1,English,89.0,The Living,1183.0,Jack Bryan,2014.0
1080,"Alexa PenaVega, Paul Sorvino, Anthony Head, Sarah Brightman",100000.0,USA,Darren Lynn Bousman,Horror,1,English,98.0,Repo! The Genetic Opera,1184.0,"Darren Smith (screenplay), Terrance Zdunich (screenplay), Darren Smith (play), Terrance Zdunich (play)",2008.0
1081,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub",4007792.0,USA,Colin Trevorrow,Comedy,1,English,86.0,Safety Not Guaranteed,1185.0,Derek Connolly,2012.0
1082,"Ben Affleck, Tommy Lee Jones, Chris Cooper, Suzanne Rico",4439063.0,USA,John Wells,Drama,1,English,104.0,The Company Men,1186.0,John Wells,2010.0
1083,"Deitrick Haddon, Lesley-Ann Brandt, Harry Lennix, Robert Ri'chard",54008.0,USA,Jeffrey W. Byrd,Drama,1,English,87.0,A Beautiful Soul,1187.0,Lamont Magee (additional material),2012.0
1084,"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld",12078174.0,USA,John Carney,Comedy,0,English,104.0,Begin Again,1188.0,John Carney,2013.0
1085,"Khomotso Manyaka, Keaobaka Makanyane, Harriet Lenabe, Lerato Mvelase",134078.0,South Africa,Oliver Schmitz,Drama,1,Southern Sotho,100.0,"Life, Above All",1189.0,"Dennis Foon (screenplay), Oliver Schmitz, Allan Stratton (novel)",2010.0
1086,"Ben Whishaw, Allison Janney, Katie Holmes, Mark Rylance",6003.0,USA,Christian Camargo,Comedy,1,English,92.0,Days and Nights,1191.0,Christian Camargo,2014.0
1087,"Amy Ziering, Kirby Dick, Kori Cioca, Jessica Hinves",66167.0,USA,Kirby Dick,Documentary,1,English,93.0,The Invisible War,1192.0,"Kirby Dick, Amy Ziering (additional writer), Douglas Blush (additional writer)",2012.0
1088,"Will Ferrell, Woody Harrelson, Andre Benjamin, Maura Tierney",33370443.0,USA,Kent Alterman,Comedy,0,English,91.0,Semi-Pro,1193.0,Scot Armstrong,2008.0
1089,"Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy",57744720.0,USA,John Luessenhop,Action,0,English,107.0,Takers,1195.0,"Peter Allen, Gabriel Casseus, John Luessenhop, Avery Duff",2010.0
1090,"Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp",90820.0,USA,"David Pastor, Alex Pastor",Drama,1,English,84.0,Carriers,1196.0,"Alex Pastor, David Pastor",2009.0
1091,"Gianni Di Gregorio, Valeria De Franciscis, Alfonso Santagata, Elisabetta Piccolomini",200146.0,Italy,Gianni Di Gregorio,Comedy,1,Italian,90.0,The Salt of Life,1197.0,"Valerio Attanasio, Gianni Di Gregorio",2011.0
1092,"Aamir Khan, Asin, Jiah Khan, Tinnu Anand",2411071.0,India,A.R. Murugadoss,Action,1,Hindi,183.0,Ghajini,1198.0,"Piyush Mishra (dialogue), A.R. Murugadoss (story and screenplay), Christopher Nolan (based on a screenplay by), Jonathan Nolan (adapted from the short story by)",2008.0
1093,"Seann William Scott, Paul Rudd, Christopher Mintz-Plasse, Bobb'e J. Thompson",67300000.0,Germany,David Wain,Comedy,0,English,99.0,Role Models,1199.0,"Timothy Dowling (story), W. Blake Herron (story), Paul Rudd (screenplay), David Wain (screenplay), Ken Marino (screenplay), Timothy Dowling (screenplay)",2008.0
1094,"Lauren German, Michael Biehn, Milo Ventimiglia, Courtney B. Vance",18000.0,USA,Xavier Gens,Action,1,English,112.0,The Divide,1200.0,"Karl Mueller, Eron Sheean",2011.0
1095,"Nam-gil Kim, Ye-jin Son, Hae-jin Yoo, Kyeong-yeong Lee",297593.0,South Korea,Seok-hoon Lee,Action,1,Korean,130.0,Pirates,1201.0,Seong-il Cheon,2014.0
1096,"Tusshar Kapoor, Sunil Shetty, Paresh Rawal, Esha Deol",246724.0,India,Ashwani Dhir,Comedy,1,Hindi,135.0,One Two Three,1202.0,Ashwani Dhir (screenplay),2008.0
1097,"Sandra Bullock, Melissa McCarthy, Demian Bichir, Marlon Wayans",158300000.0,USA,Paul Feig,Action,0,English,117.0,The Heat,1203.0,Katie Dippold,2013.0
1098,"Liam Neeson, Maggie Grace, Leland Orser, Jon Gries",144924285.0,France,Pierre Morel,Action,0,English,94.0,Taken,1204.0,"Luc Besson, Robert Mark Kamen",2008.0
1099,"Tyler Perry, David Mann, Tamela J. Mann, Angela Bassett",41939392.0,USA,Tyler Perry,Comedy,0,English,100.0,Meet the Browns,1205.0,Tyler Perry (play),2008.0
1100,"John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara",9400000.0,USA,Sam Mendes,Comedy,0,English,98.0,Away We Go,1206.0,"Dave Eggers, Vendela Vida",2009.0
1101,"Tiger Hu Chen, Keanu Reeves, Karen Mok, Hai Yu",61054.0,USA,Keanu Reeves,Action,1,Cantonese,105.0,Man of Tai Chi,1207.0,Michael G. Cooney,2013.0
1102,"Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill",125014030.0,USA,Michael Sucsy,Drama,0,English,104.0,The Vow,1208.0,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Jason Katims (screenplay), Stuart Sender (story)",2012.0
1103,"Channing Tatum, Terrence Howard, Zulay Henao, Michael Rivera",23036320.0,USA,Dito Montiel,Action,0,English,105.0,Fighting,1209.0,"Robert Munic, Dito Montiel",2009.0
1104,"Javier Drolas, Miguel Dedovich, Pilar Lopez de Ayala, Miguel Alvarez",1304.0,Argentina,Gustavo Taretto,Comedy,1,Spanish,95.0,Sidewalls,1211.0,Gustavo Taretto,2011.0
1105,"Kwang Soo Cha, Seon-Mook Cho, Ki-Jung Han, Sung-ho Hong",347684.0,South Korea,Woo-seok Yang,Drama,1,Korean,127.0,The Attorney,1212.0,"Yoon Hyeon-ho, Woo-seok Yang",2013.0
1106,"Rocky McKenzie, Jessica Mauboy, Ernie Dingo, Missy Higgins",100000.0,Australia,Rachel Perkins,Comedy,1,English,85.0,Bran Nue Dae,1213.0,"Jimmy Chi (stage musical), Kuckles (stage musical), Patrick Duttoo Bin Amat (stage musical), Garry Gower (stage musical), Michael Manolis Mavromatis (stage musical), Stephen Pigram (stage musical), Reg Cribb (screenplay), Rachel Perkins (screenplay), Jimmy Chi (screenplay), Adrian Russell Wills",2009.0
1107,"Josh Lucas, Ayelet Zurer, James Cromwell, Jon Tenney",29604.0,USA,Chris Eyre,Drama,1,English,88.0,Hide Away,1214.0,Peter Vanderwall,2011.0
1108,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",91547205.0,USA,Tim Story,Comedy,0,English,122.0,Think Like a Man,1215.0,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)",2012.0
1109,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",13000000.0,USA,Drew Barrymore,Drama,0,English,111.0,Whip It,1216.0,"Shauna Cross (screenplay), Shauna Cross (novel)",2009.0
1110,"Michelle Williams, Lucy, David Koppell, Max Clement",700720.0,USA,Kelly Reichardt,Drama,1,English,80.0,Wendy and Lucy,1217.0,"Jonathan Raymond (screenplay by), Kelly Reichardt (screenplay by), Jonathan Raymond (story by)",2008.0
1111,"Rachael Leigh Cook, Hope Davis, Dermot Mulroney, Max Thieriot",3658.0,Australia,Vivi Friedman,Comedy,1,English,87.0,The Family Tree,1218.0,Mark Lisson,2011.0
1112,"Paul Dano, Marian Seldes, Celia Weston, Patti D'Arbanville",453079.0,France,"Shari Springer Berman, Robert Pulcini",Comedy,1,English,108.0,The Extra Man,1219.0,"Robert Pulcini (screenplay), Jonathan Ames (screenplay), Shari Springer Berman (screenplay), Jonathan Ames (novel)",2010.0
1113,"Katie Aselton, Dax Shepard, Maggie Phillips, Joshua Leonard",4500.0,USA,Katie Aselton,Comedy,1,English,78.0,The Freebie,1220.0,Katie Aselton,2010.0
1114,"Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",15195406.0,USA,"Danny Pang, Oxide Chun Pang",Action,0,English,99.0,Bangkok Dangerous,1221.0,"Jason Richman (screenplay), Oxide Chun Pang, Danny Pang",2008.0
1115,"Gwyneth Paltrow, Tim McGraw, Garrett Hedlund, Leighton Meester",20218921.0,USA,Shana Feste,Drama,0,English,117.0,Country Strong,1222.0,Shana Feste,2010.0
1116,"Jonah Hill, Channing Tatum, Brie Larson, Dave Franco",134000000.0,USA,"Phil Lord, Christopher Miller",Action,0,English,109.0,21 Jump Street,1223.0,"Michael Bacall (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series), Stephen J. Cannell (television series)",2012.0
1117,"Leticia Dolera, Diego Martin, Ismael Martinez, Alex Monner",6921.0,Spain,Paco Plaza,Horror,1,Spanish,80.0,[REC] 3: Genesis,1224.0,"Luiso Berdejo (screenplay), Paco Plaza (screenplay), Luiso Berdejo (story), Paco Plaza (story), David Gallart (story)",2012.0
1118,"Robert De Niro, Drew Barrymore, Kate Beckinsale, Sam Rockwell",8855646.0,USA,Kirk Jones,Adventure,0,English,99.0,Everybody's Fine,1225.0,"Kirk Jones, Giuseppe Tornatore (original screenplay), Tonino Guerra (original screenplay), Massimo De Rita (original screenplay)",2009.0
1119,"Craig Robinson, Kerry Washington, David Alan Grier, S. Epatha Merkerson",9123834.0,USA,Tina Gordon Chism,Comedy,0,English,95.0,Peeples,1226.0,Tina Gordon Chism,2013.0
1120,"Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley",3388210.0,USA,Drake Doremus,Drama,1,English,86.0,Like Crazy,1227.0,"Drake Doremus, Ben York Jones",2011.0
1121,"Owen Wilson, Woody Harrelson, Amy Poehler, George Takei",46667023.0,USA,Jimmy Hayward,Animation,0,English,91.0,Free Birds,1228.0,"Scott Mosier (screenplay), Jimmy Hayward (screenplay), David I. Stern (story), John J. Strauss (story), Russell Leigh Sharman",2013.0
1122,"Nicholas D'Agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims",16755117.0,USA,Will Gluck,Comedy,0,English,90.0,Fired Up!,1229.0,Will Gluck,2009.0
1123,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",163900057.0,USA,Anne Fletcher,Comedy,0,English,108.0,The Proposal,1230.0,Peter Chiarelli,2009.0
1124,"Jon Foster, Peter Sarsgaard, Sienna Miller, Nick Nolte",32783.0,USA,Rawson Marshall Thurber,Adventure,1,English,95.0,The Mysteries of Pittsburgh,1231.0,"Rawson Marshall Thurber (screenplay), Michael Chabon (novel)",2008.0
1125,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",134518390.0,USA,Louis Leterrier,Action,0,English,112.0,The Incredible Hulk,1232.0,"Zak Penn (screenplay), Zak Penn (screen story), Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",2008.0
1126,"Joshua Leonard, Norbert Leo Butz, Michael Chernus, Vera Farmiga",841056.0,USA,Vera Farmiga,Drama,1,English,109.0,Higher Ground,1233.0,"Carolyn S. Briggs (screenplay), Tim Metcalfe (screenplay), Carolyn S. Briggs (memoir ""This Dark World"")",2011.0
1127,"Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski",118311368.0,USA,Phillip Noyce,Action,0,English,100.0,Salt,1234.0,Kurt Wimmer,2010.0
1128,"Nicholas Tse, Ching Wan Lau, Mi Yang, Boran Jing",109172.0,China,Chi-Leung Law,Action,1,Mandarin,108.0,The Bullet Vanishes,1235.0,"Chi-Leung Law, Sin Ling Yeung (original story), Sin Ling Yeung",2012.0
1129,"Caryn Peterson, Adeola Ariyo, Emma Cleasby, Christine Tomlinson",10955425.0,UK,Neil Marshall,Action,0,English,105.0,Doomsday,1236.0,Neil Marshall,2008.0
1130,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook",38536376.0,USA,Robert Rodriguez,Action,0,English,89.0,Spy Kids 4: All the Time in the World,1237.0,Robert Rodriguez,2011.0
1131,"Evan McGuire, Christen Mooney, Brendan Gleeson, Mick Lally",686383.0,France,"Tomm Moore, Nora Twomey(co-director)",Animation,1,English,75.0,The Secret of Kells,1238.0,"Tomm Moore (original story), Fabrice Ziolkowski (screenplay)",2009.0
1132,"Reese Witherspoon, Colin Firth, Alessandro Nivola, James Hamrick",122892.0,USA,Atom Egoyan,Biography,1,English,114.0,Devil's Knot,1239.0,"Paul Harris Boardman (screenplay), Scott Derrickson (screenplay), Mara Leveritt (book)",2013.0
1133,"Ali Suliman, Reymonde Amsallem, Evgenia Dodina, Dvir Benedek",1103645.0,Lebanon,Ziad Doueiri,Drama,1,Arabic,102.0,The Attack,1241.0,"Joelle Touma, Ziad Doueiri, Yasmina Khadra (novel)",2012.0
1134,"Maxym Anciaux, Cathy Boquet, Mahe Collet, Christelle Cornil",4014.0,France,"Laurent Boileau, Jung",Animation,1,French,70.0,Approved for Adoption,1242.0,"Laurent Boileau, Jung (also graphic novel)",2012.0
1135,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews",251476985.0,USA,"Pierre Coffin, Chris Renaud",Animation,0,English,95.0,Despicable Me,1243.0,"Cinco Paul (screenplay by), Ken Daurio (screenplay by), Sergio Pablos (based on a story by)",2010.0
1136,"Aamir Khan, Kareena Kapoor, Nawazuddin Siddiqui, Rajkummar Rao",2706375.0,India,Reema Kagti,Crime,1,Hindi,140.0,Talaash,1244.0,"Farhan Akhtar (dialogue), Anurag Kashyap (additional dialogue), Zoya Akhtar (story), Reema Kagti (story), Zoya Akhtar (screenplay), Reema Kagti (screenplay)",2012.0
1137,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays",71017784.0,USA,Raja Gosnell,Animation,0,English,105.0,The Smurfs 2,1245.0,"J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), Karey Kirkpatrick (screenplay), J. David Stem (story), David N. Weiss (story), Jay Scherick (story), David Ronn (story), Peyo (characters and works)",2013.0
1138,"Byung-Hun Lee, Min-sik Choi, Joon-Hyuk Lee, In-seo Kim",128392.0,South Korea,Jee-woon Kim,Action,1,Korean,142.0,I Saw the Devil,1246.0,"Jee-woon Kim (adaptation), Hoon-jung Park (screenplay)",2010.0
1139,"Julian Barbour, Robert J. Bennett, John Byl, Bernard J. Carr",86172.0,USA,Katheryne Thomas,Documentary,1,English,90.0,The Principle,1247.0,Rick DeLano,2014.0
1140,"Salman Khan, Jackie Shroff, Mithun Chakraborty, Neena Gupta",499685.0,India,Anil Sharma,Action,1,Hindi,169.0,Veer,1248.0,"Shailesh Verma (screenplay & dialogue), Shaktimaan Talwar (screenplay & dialogue), Salman Khan (story), Pit Kuhlmann (script translation)",2010.0
1141,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her",148055047.0,Germany,Clint Eastwood,Drama,0,English,116.0,Gran Torino,1249.0,"Nick Schenk (screenplay), Dave Johannson (story), Nick Schenk (story)",2008.0
1142,"Zahn McClarnon, Michael Madsen, Stephen Baldwin, Martin Kove",2380405.0,USA,Steve Race,Crime,1,English,118.0,I'm in Love with a Church Girl,1250.0,Galley Molina,2013.0
1143,"Ashley Hinshaw, Lili Taylor, Dev Patel, Diane Farr",2760.0,USA,Stephen Elliott,Drama,1,English,98.0,About Cherry,1251.0,"Stephen Elliott, Lorelei Lee",2012.0
1144,Robert Redford,4300353.0,USA,J.C. Chandor,Action,1,English,106.0,All Is Lost,1252.0,J.C. Chandor,2013.0
1145,"Min-soo Jo, Jung-Jin Lee, Ki-Hong Woo, Eunjin Kang",13177.0,South Korea,Ki-duk Kim,Crime,1,Korean,104.0,Pieta,1253.0,Ki-duk Kim,2012.0
1146,"Helen Hunt, Samantha Morton, Aaron Paul, Rashida Jones",39850.0,USA,Steven Bernstein,Drama,1,English,91.0,Decoding Annie Parker,1254.0,"Adam Bernstein, Steven Bernstein, Michael Moss",2013.0
1147,"Shannon Elizabeth, Ed O'Ross, Billy Zane, Annabella Sciorra",12519.0,USA,Nick Agiashvili,Biography,1,English,90.0,A Green Story,1255.0,Nick Agiashvili,2012.0
1148,"Jay Baruchel, Anne-Marie Cadieux, Diane D'Aquila, Xavier Dolan",6805.0,Canada,Jacob Tierney,Drama,1,English,99.0,Good Neighbors,1256.0,"Chrystine Brouillet (novel), Jacob Tierney",2010.0
1149,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn",64001297.0,USA,Thor Freudenthal,Comedy,0,English,94.0,Diary of a Wimpy Kid,1257.0,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",2010.0
1150,"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp",134294280.0,USA,Timur Bekmambetov,Action,0,English,110.0,Wanted,1258.0,"Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)",2008.0
1151,"Rebecca Benson, Luke Treadaway, Mathew Baynton, Natalia Tena",5086.0,UK,David Mackenzie,Comedy,1,English,80.0,Tonight You're Mine,1259.0,Thomas Leveritt (screenplay),2011.0
1152,"Ciara Gallagher, Maxine Peake, Edward MacLiam, Will Forte",6280.0,Ireland,Steph Green,Drama,1,English,106.0,Run & Jump,1260.0,"Steph Green, Ailbhe Keogan",2013.0
1153,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham",24800000.0,USA,Dominic Sena,Action,0,English,95.0,Season of the Witch,1261.0,Bragi F. Schut,2011.0
