,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
922,At Any Price,2012,Ramin Bahrani,"Ramin Bahrani, Hallie Elizabeth Newton","Dennis Quaid, Kim Dickens, Aaron B. Oduber, Jacob R. Oduber",Drama,English,USA,105,300000
926,Sightseers,2012,Ben Wheatley,"Alice Lowe, Steve Oram, Amy Jump (additional material)","Alice Lowe, Eileen Davies, Steve Oram, Roger Michael",Adventure,English,UK,88,26183
928,Big Miracle,2012,Ken Kwapis,"Jack Amiel (screenplay), Michael Begler (screenplay), Thomas Rose (book)","John Pingayak, Ahmaogak Sweeney, John Chase, Ishmael Angalook Hope",Biography,English,USA,107,20113965
933,Won't Back Down,2012,Daniel Barnz,"Brin Hill, Daniel Barnz","Maggie Gyllenhaal, Viola Davis, Oscar Isaac, Holly Hunter",Drama,English,USA,121,5308553
942,Our Children,2012,Joachim Lafosse,"Matthieu Reynaert (scenario), Thomas Bidegain (scenario), Joachim Lafosse (scenario)","Emilie Dequenne, Claire Bodson, Niels Arestrup, Tahar Rahim",Drama,French,Belgium,111,5500
958,Mugamoodi,2012,Myshkin,Myshkin,"Jiiva, Narain, Nassar, Pooja Hegde",Action,Tamil,India,150,101911
969,Light After Darkness,2012,Carlos Reygadas,Carlos Reygadas (screenplay),"Nathalia Acevedo, Rut Reygadas, Adolfo Jimenez Castro, Mitsy Ferrand",Drama,Spanish,Mexico,115,18544
973,Khiladi 786,2012,Ashish R. Mohan,"Kushal Ved Bakshi (screenplay), Bunty Rathore (dialogue), Himesh Reshammiya (story)","Akshay Kumar, Asin, Himesh Reshammiya, Mithun Chakraborty",Action,Hindi,India,141,352684
991,Inescapable,2012,Ruba Nadda,Ruba Nadda,"Alexander Siddig, Joshua Jackson, Marisa Tomei, Oded Fehr",Action,English,Canada,93,4063
1007,The Expendables 2,2012,Simon West,"Richard Wenk (screenplay), Sylvester Stallone (screenplay), Ken Kaufman (story), David Agosto (story), Richard Wenk (story), Dave Callaham (characters)","Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren",Action,English,USA,103,85017401
1016,Stuck in Love,2012,Josh Boone,Josh Boone,"Greg Kinnear, Jennifer Connelly, Lily Collins, Nat Wolff",Comedy,English,USA,97,100000
1018,The Last Day of August,2012,Craig DiFolco,"Craig DiFolco, Sara Rempe","Sebastian Arcelus, Bill English, Rhett Henckel, Michael Izquierdo",Drama,English,USA,90,1693
1021,The Man Who Shook the Hand of Vicente Fernandez,2012,Elia Petridis,Elia Petridis,"Ernest Borgnine, Barry Corbin, Carla Ortiz, Arturo del Puerto",Comedy,English,USA,99,9890
1024,Battlefield America,2012,Chris Stokes,"Marques Houston (screenplay), Chris Stokes (screenplay)","Marques Houston, Mekia Cox, Lynn Whitfield, Tristen M. Carter",Drama,English,USA,106,169000
1029,Vamps,2012,Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Krysten Ritter, Larry Wilmore, Bettina Bresnan",Comedy,English,USA,92,2741
1032,Indigo Children,2012,Eric Chaney,Eric Chaney,"Robert Olsen, Isabelle McNally, Christine Donlon, Arturo Castro",Drama,English,USA,72,2621
1036,Renoir,2012,Gilles Bourdos,"Jacques Renoir (based on work ''Le tableau amoureux' by), Gilles Bourdos (screenplay), Jerome Tonnerre (screenplay), Michel Spinosa (screenplay collaboration)","Michel Bouquet, Christa Theret, Vincent Rottiers, Thomas Doret",Biography,French,France,111,1459649
1042,Safety Not Guaranteed,2012,Colin Trevorrow,Derek Connolly,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub",Comedy,English,USA,86,4007792
1044,A Beautiful Soul,2012,Jeffrey W. Byrd,Lamont Magee (additional material),"Deitrick Haddon, Lesley-Ann Brandt, Harry Lennix, Robert Ri'chard",Drama,English,USA,87,54008
1048,The Invisible War,2012,Kirby Dick,"Kirby Dick, Amy Ziering (additional writer), Douglas Blush (additional writer)","Amy Ziering, Kirby Dick, Kori Cioca, Jessica Hinves",Documentary,English,USA,93,66167
1063,The Vow,2012,Michael Sucsy,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Jason Katims (screenplay), Stuart Sender (story)","Rachel McAdams, Channing Tatum, Jessica Lange, Sam Neill",Drama,English,USA,104,125014030
1070,Think Like a Man,2012,Tim Story,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)","Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",Comedy,English,USA,122,91547205
1078,21 Jump Street,2012,"Phil Lord, Christopher Miller","Michael Bacall (screenplay), Michael Bacall (story), Jonah Hill (story), Patrick Hasburgh (television series), Stephen J. Cannell (television series)","Jonah Hill, Channing Tatum, Brie Larson, Dave Franco",Action,English,USA,109,134000000
1079,[REC] 3: Genesis,2012,Paco Plaza,"Luiso Berdejo (screenplay), Paco Plaza (screenplay), Luiso Berdejo (story), Paco Plaza (story), David Gallart (story)","Leticia Dolera, Diego Martin, Ismael Martinez, Alex Monner",Horror,Spanish,Spain,80,6921
1090,The Bullet Vanishes,2012,Chi-Leung Law,"Chi-Leung Law, Sin Ling Yeung (original story), Sin Ling Yeung","Nicholas Tse, Ching Wan Lau, Mi Yang, Boran Jing",Action,Mandarin,China,108,109172
1096,The Attack,2012,Ziad Doueiri,"Joelle Touma, Ziad Doueiri, Yasmina Khadra (novel)","Ali Suliman, Reymonde Amsallem, Evgenia Dodina, Dvir Benedek",Drama,Arabic,Lebanon,102,1103645
1097,Approved for Adoption,2012,"Laurent Boileau, Jung","Laurent Boileau, Jung (also graphic novel)","Maxym Anciaux, Cathy Boquet, Mahe Collet, Christelle Cornil",Animation,French,France,70,4014
1099,Talaash,2012,Reema Kagti,"Farhan Akhtar (dialogue), Anurag Kashyap (additional dialogue), Zoya Akhtar (story), Reema Kagti (story), Zoya Akhtar (screenplay), Reema Kagti (screenplay)","Aamir Khan, Kareena Kapoor, Nawazuddin Siddiqui, Rajkummar Rao",Crime,Hindi,India,140,2706375
1105,About Cherry,2012,Stephen Elliott,"Stephen Elliott, Lorelei Lee","Ashley Hinshaw, Lili Taylor, Dev Patel, Diane Farr",Drama,English,USA,98,2760
1107,Pieta,2012,Ki-duk Kim,Ki-duk Kim,"Min-soo Jo, Jung-Jin Lee, Ki-Hong Woo, Eunjin Kang",Crime,Korean,South Korea,104,13177
1109,A Green Story,2012,Nick Agiashvili,Nick Agiashvili,"Shannon Elizabeth, Ed O'Ross, Billy Zane, Annabella Sciorra",Biography,English,USA,90,12519
1116,Evocateur: The Morton Downey Jr. Movie,2012,"Seth Kramer, Daniel A. Miller, Jeremy Newberger",Daniel A. Miller,"Morton Downey Jr., Glenn Beck, Victoria Jackson, Bob Pittman",Documentary,English,USA,90,21476
1131,No One Lives,2012,Ryuhei Kitamura,David Cohen,"Luke Evans, Adelaide Clemens, Lee Tergesen, Derek Magyar",Horror,English,USA,86,53929
1137,To the Arctic 3D,2012,Greg MacGillivray,Stephen Judson,"Leanne Allison, Karsten Heuer, Bjorne Kvernmo, Simon Qamanirq",Documentary,English,USA,40,14445922
1139,The Hunger Games,2012,Gary Ross,"Gary Ross (screenplay), Suzanne Collins (screenplay), Billy Ray (screenplay), Suzanne Collins (novel)","Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields",Action,English,USA,142,407981652
1140,An Inconsistent Truth,2012,Shayne Edwards,Phil Valentine,"Phil Valentine, Newt Gingrich, Jim DeMint, James Inhofe",Documentary,English,USA,89,52756
1143,Prometheus,2012,Ridley Scott,"Jon Spaihts, Damon Lindelof, Dan O'Bannon (based on elements created by), Ronald Shusett (based on elements created by)","Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba",Adventure,English,USA,124,126464904
1149,Fun Size,2012,Josh Schwartz,Max Werner,"Victoria Justice, Jackson Nicoll, Chelsea Handler, Josh Pence",Adventure,English,USA,86,9402410
1159,The Avengers,2012,Joss Whedon,"Joss Whedon (screenplay), Zak Penn (story), Joss Whedon (story)","Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Action,English,USA,143,623279547
1164,Thuppakki,2012,A.R. Murugadoss,"A.R. Murugadoss (dialogue), A.R. Murugadoss (screenplay), A.R. Murugadoss (story)","Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan",Action,Tamil,India,165,134280
1167,Frankenweenie,2012,Tim Burton,"Leonard Ripps, Tim Burton (original idea), John August (screenplay)","Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan",Animation,English,USA,87,35287788
1173,Paradise: Faith,2012,Ulrich Seidl,"Ulrich Seidl (screenplay), Veronika Franz (screenplay)","Maria Hofstatter, Nabil Saleh, Rene Rupnik, Natalya Baranova",Drama,German,Austria,115,3075
1188,Wreck-It Ralph,2012,Rich Moore,"Rich Moore (story by), Phil Johnston (story by), Jim Reardon (story by), Phil Johnston (screenplay by), Jennifer Lee (screenplay by), John C. Reilly (additional story material by), Sam Levine (additional story material by), Jared Stern (additional story material by)","John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",Animation,English,USA,101,189412677
1193,The Other Son,2012,Lorraine Levy,"Noam Fitoussi (original idea), Lorraine Levy (screenplay), Nathalie Saugeon (screenplay)","Emmanuelle Devos, Pascal Elbe, Jules Sitruk, Mehdi Dehbi",Drama,French,France,105,844112
1197,Ek Tha Tiger,2012,Kabir Khan,"Aditya Chopra, Kabir Khan (dialogue), Kabir Khan (screenplay), Neelesh Misra (dialogue), Neelesh Misra (screenplay)","Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth",Action,Hindi,India,132,2437447
1207,Cheerful Weather for the Wedding,2012,Donald Rice,"Mary Henely-Magill (screenplay), Donald Rice, Julia Strachey (novel)","Elizabeth McGovern, Eva Traynor, Paola Dionisotti, Sophie Stanton",Comedy,English,UK,89,1949
1209,Vettai,2012,N. Linguswamy,"N. Linguswamy, Brindha Sarathy","Arya, Madhavan, Sameera Reddy, Amala Paul",Action,Tamil,India,150,198192
1210,Snow White and the Huntsman,2012,Rupert Sanders,"Evan Daugherty (screenplay), John Lee Hancock (screenplay), Hossein Amini (screenplay), Evan Daugherty (screen story)","Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin",Action,English,USA,127,155081785
1215,The Collection,2012,Marcus Dunstan,"Patrick Melton, Marcus Dunstan, Patrick Melton (characters), Marcus Dunstan (characters)","Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen",Horror,English,USA,82,6842058
1216,Ai Weiwei: Never Sorry,2012,Alison Klayman,Alison Klayman,"Weiwei Ai, Dan Ai, Lao Ai, Lee Ambrozy",Documentary,English,USA,91,500000
1218,The Watch,2012,Akiva Schaffer,"Jared Stern, Seth Rogen, Evan Goldberg","Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",Action,English,USA,102,34100000
1221,Haute Cuisine,2012,Christian Vincent,"Etienne Comar (screenplay), Christian Vincent (screenplay), Daniele Mazet-Delpeuch (story)","Catherine Frot, Arthur Dupont, Jean d'Ormesson, Hippolyte Girardot",Biography,French,France,95,134515
1223,Struck by Lightning,2012,Brian Dannelly,Chris Colfer,"Rebel Wilson, Chris Colfer, Allison Janney, Scott Bailey",Comedy,English,USA,90,100000
1228,How to Survive a Plague,2012,David France,"David France, Woody Richman, Tyler H. Walk, Jonathan Oppenheim (story consultant), Jenny Raskin (story consultant), Stephen Winter (story consultant)","Ed Koch, David Barr, Bob Rafsky, Jim Eigo",Documentary,English,USA,110,122665
1233,Act of Valor,2012,"Mike McCoy, Scott Waugh",Kurt Johnstad,"Rorke Denver, Dave, Sonny, Weimy",Action,English,USA,110,65800000
1234,Agneepath,2012,Karan Malhotra,"Ila Bedi Dutta (screenplay), Karan Malhotra (screenplay), Piyush Mishra (dialogue)","Hrithik Roshan, Priyanka Chopra, Sanjay Dutt, Rishi Kapoor",Action,Hindi,India,174,1973574
1253,Ferrari Ki Sawaari,2012,Rajesh Mapuskar,"Vidhu Vinod Chopra (original story and screenplay), Rajesh Mapuskar (original story and screenplay), Rajkumar Hirani (original story and dialogue), Shekhar Dhavalikar (script associate), Ranjeet Bahadur (dialogue associate)","Sharman Joshi, Boman Irani, Ritvik Sahore, Paresh Rawal",Comedy,Hindi,India,140,420046
1255,To Rome with Love,2012,Woody Allen,Woody Allen,"Pierluigi Marchionne, Flavio Parenti, Alison Pill, Alessandro Tiberi",Comedy,English,USA,112,16500000
1275,The Twilight Saga: Breaking Dawn - Part 2,2012,Bill Condon,"Melissa Rosenberg (screenplay), Stephenie Meyer (novel)","Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli",Adventure,English,USA,115,292298923
1279,Mirror Mirror,2012,Tarsem Singh,"Marc Klein (screenplay), Jason Keller (screenplay), Melisa Wallack (screen story)","Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",Adventure,English,USA,106,64933670
1287,StreetDance 2,2012,"Max Giwa, Dania Pasquini",Jane English (characters),"Falk Hentschel, Sofia Boutella, George Sampson, Stephanie Nguyen",Drama,English,UK,85,1124582
1289,This Means War,2012,McG,"Timothy Dowling (screenplay), Simon Kinberg (screenplay), Timothy Dowling (story), Marcus Gautesen (story)","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",Action,English,USA,103,54758461
1296,Like Someone in Love,2012,Abbas Kiarostami,"Abbas Kiarostami (screenplay), Mohammad Rahmani (screenplay collaborator: Grandmother's messages)","Tadashi Okuno, Rin Takanashi, Ryo Kase, Denden",Drama,Japanese,Japan,109,144289
1304,Bullet to the Head,2012,Walter Hill,"Alessandro Camon (screenplay by), Alexis Nolent (based on the graphic novel ""Du plomb dans la tete"" written by), Colin Wilson (based on the graphic novel ""Du plomb dans la tete"" illustrated by)","Sylvester Stallone, Sung Kang, Sarah Shahi, Adewale Akinnuoye-Agbaje",Action,English,USA,92,9500000
1321,Jack Reacher,2012,Christopher McQuarrie,"Lee Child (based on the book ""One Shot"" by), Christopher McQuarrie (written for the screen by)","Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",Action,English,USA,130,80033643
1335,Chimpanzee,2012,"Alastair Fothergill, Mark Linfield","Alastair Fothergill (original concept), Mark Linfield (original concept), Mark Linfield, Alastair Fothergill, Don Hahn",Tim Allen,Documentary,English,Tanzania,78,28965459
1337,Paranormal Activity 4,2012,"Henry Joost, Ariel Schulman","Christopher Landon (screenplay), Chad Feehan (story), Oren Peli (film ""Paranormal Activity"")","Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp",Horror,English,USA,88,53921335
1340,Chasing Mavericks,2012,"Michael Apted, Curtis Hanson","Kario Salem (screenplay), Jim Meenaghan (story), Brandon Hooper (story)","Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer",Biography,English,USA,116,5800000
1343,Ruby Sparks,2012,"Jonathan Dayton, Valerie Faris",Zoe Kazan,"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening",Comedy,English,USA,104,2535819
1348,If I Were You,2012,Joan Carr-Wiggin,Joan Carr-Wiggin,"Marcia Gay Harden, Leonor Watling, Joseph Kell, Daniela Saioni",Comedy,English,UK,115,9222
1355,V/H/S,2012,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard","Brad Miska (concept), Simon Barrett, David Bruckner, Nicholas Tecosky, Ti West, Glenn McQuaid, Simon Barrett, Radio Silence, Matt Bettinelli-Olpin, Tyler Gillett, Justin Martinez, Chad Villella","Calvin Reeder, Lane Hughes, Kentucker Audley, Adam Wingard",Horror,English,USA,116,68296
1356,Unconditional Love,2012,Bryn Higgins,Sukey Fisher,"Christian Cooke, Harry McEntire, Madeleine Clark, Melanie Hill",Drama,English,UK,92,1000000
1360,Populaire,2012,Regis Roinsard,"Regis Roinsard (scenario), Daniel Presley (scenario), Romain Compingt (scenario)","Romain Duris, Deborah Francois, Berenice Bejo, Shaun Benson",Comedy,French,France,111,119375
1362,Battleship,2012,Peter Berg,"Jon Hoeber, Erich Hoeber","Taylor Kitsch, Alexander Skarsgard, Rihanna, Brooklyn Decker",Action,English,USA,131,65173160
1365,Rust and Bone,2012,Jacques Audiard,"Jacques Audiard (screenplay), Thomas Bidegain (screenplay), Craig Davidson (story)","Marion Cotillard, Matthias Schoenaerts, Armand Verdure, Celine Sallette",Drama,French,France,120,1900000
1369,Flight,2012,Robert Zemeckis,John Gatins,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards",Drama,English,USA,138,89400000
1373,Bel Ami,2012,"Declan Donnellan, Nick Ormerod","Guy de Maupassant (novel), Rachel Bennette (screenplay)","Robert Pattinson, Uma Thurman, Kristin Scott Thomas, Christina Ricci",Drama,English,UK,102,803761
1374,Jayne Mansfield's Car,2012,Billy Bob Thornton,"Billy Bob Thornton, Tom Epperson","Robert Duvall, John Hurt, Billy Bob Thornton, Kevin Bacon",Drama,English,USA,122,14276
1376,Luv Shuv Tey Chicken Khurana,2012,Sameer Sharma,"Sumit Batheja, Sameer Sharma","Kunal Kapoor, Huma Qureshi, Vinod Nagpal, Rajesh Sharma",Comedy,Hindi,India,140,140057
1381,Hit and Run,2012,"David Palmer, Dax Shepard",Dax Shepard,"Kristen Bell, Dax Shepard, Tom Arnold, Kristin Chenoweth",Action,English,USA,100,13600000
1388,Seven Psychopaths,2012,Martin McDonagh,Martin McDonagh,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",Comedy,English,UK,110,15000000
1393,Not Fade Away,2012,David Chase,David Chase,"John Magaro, Jack Huston, Will Brill, Brahm Vaccarella",Drama,English,USA,112,605747
1399,Paan Singh Tomar,2012,Tigmanshu Dhulia,"Sanjay Chauhan (screenplay), Tigmanshu Dhulia (screenplay)","Irrfan Khan, Ravi Bhushan Bhartiya, Hemendra Dandotiya, Mahie Gill",Action,Hindi,India,135,39567
1403,Ill Manors,2012,Plan B,Plan B,"Riz Ahmed, Ed Skrein, Lee Allen, Mem Ferda",Crime,English,UK,121,256288
1408,Chernobyl Diaries,2012,Bradley Parker,"Oren Peli (screenplay), Carey Van Dyke (screenplay), Shane Van Dyke (screenplay), Oren Peli (story)","Ingrid Bolso Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley",Horror,English,USA,86,18100000
1420,The Lucky One,2012,Scott Hicks,"Will Fetters (screenplay), Nicholas Sparks (novel)","Zac Efron, Taylor Schilling, Blythe Danner, Riley Thomas Stewart",Drama,English,USA,101,60443237
1425,John Carter,2012,Andrew Stanton,"Andrew Stanton (screenplay by), Mark Andrews (screenplay by), Michael Chabon (screenplay by), Edgar Rice Burroughs (based on the story ""A Princess of Mars"" by)","Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe",Action,English,USA,132,73058679
1433,The Lords of Salem,2012,Rob Zombie,Rob Zombie,"Sheri Moon Zombie, Bruce Davison, Jeff Daniel Phillips, Judy Geeson",Horror,English,USA,101,1000000
1438,Get the Gringo,2012,Adrian Grunberg,"Mel Gibson, Stacy Perskie, Adrian Grunberg","Mel Gibson, Kevin Balmore, Daniel Gimenez Cacho, Jesus Ochoa",Action,English,USA,96,493573
1443,Tai Chi Zero,2012,Stephen Fung,"Chia-Lu Chang (screenplay), Kuo-Fu Chen (story), Hsiao-tse Cheng (screenplay)","Hark-On Fung, Xiaochao Yuan, Stephen Fung, Eddie Peng",Action,Mandarin,China,98,151557
1446,Savages,2012,Oliver Stone,"Shane Salerno (screenplay), Don Winslow (screenplay), Oliver Stone (screenplay), Don Winslow (novel)","Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Jana Banker",Crime,English,USA,131,47300000
1449,War Witch,2012,Kim Nguyen,Kim Nguyen,"Rachel Mwanza, Alain Lino Mic Eli Bastien, Serge Kanyinda, Ralph Prosper",Drama,French,Canada,90,28620
1451,Meeting Evil,2012,Chris Fisher,"Thomas Berger (novel), Chris Fisher","Luke Wilson, Samuel L. Jackson, Leslie Bibb, Peyton List",Crime,English,USA,89,181
1456,Trade of Innocents,2012,Christopher M. Bessette,Christopher M. Bessette,"Dermot Mulroney, Mira Sorvino, John Billingsley, Trieu Tran",Drama,English,USA,88,15059
1459,Silent Hill: Revelation,2012,M.J. Bassett,"M.J. Bassett, Laurent Hadida (adaptation), Keiichiro Toyama (video games)","Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean",Horror,English,Canada,95,17529157
1461,The Patience Stone,2012,Atiq Rahimi,"Jean-Claude Carriere (scenario), Atiq Rahimi (scenario), Atiq Rahimi (from the novel by)","Golshifteh Farahani, Hamid Djavadan, Hassina Burgan, Massi Mrowat",Drama,Persian,Afghanistan,102,71282
1472,Mansome,2012,Morgan Spurlock,"Jeremy Chilnick, Morgan Spurlock","Jason Bateman, Will Arnett, Isaiah Mustafa, Brett McKay",Documentary,English,USA,82,18395
1491,Gimme the Loot,2012,Adam Leon,Adam Leon,"Tashiana Washington, Ty Hickson, Meeko, Sam Soghor",Comedy,English,USA,81,97768
1492,Still Mine,2012,Michael McGowan,"Michael McGowan, Marguerite Pigott (story editor)","James Cromwell, Chuck Shamata, Genevieve Bujold, Ronan Rees",Drama,English,Canada,102,1154466
1494,Playing for Keeps,2012,Gabriele Muccino,Robbie Fox,"Gerard Butler, Jessica Biel, Noah Lomax, Dennis Quaid",Comedy,English,USA,105,13099786
1497,The Woman in Black,2012,James Watkins,"Susan Hill (novel), Jane Goldman (screenplay)","Emma Shorey, Molly Harmon, Ellisa Walker-Reid, Sophie Stuckey",Drama,English,UK,95,54322273
1511,Somm,2012,Jason Wise,Jason Wise,"Bo Barrett, Shayn Bjornholm, Dave Cauble, Ian Cauble",Documentary,English,USA,94,170561
1512,Occupy Unmasked,2012,Stephen K. Bannon,Stephen K. Bannon,"Saul Alinsky, Anthony Averest, Bill Ayers, Michelle Balin",Documentary,English,USA,76,51787
1529,The Reluctant Fundamentalist,2012,Mira Nair,"Javed Akhtar (eulogy in urdu), Ami Boghani (screen story), Mohsin Hamid (novel), Mohsin Hamid (screen story), William Wheeler (screenplay)","Riz Ahmed, Kate Hudson, Liev Schreiber, Kiefer Sutherland",Drama,English,USA,130,519535
1534,Keith Lemon: The Film,2012,Paul Angunawela,"Leigh Francis (screenplay), Paul Angunawela (screenplay)","Leigh Francis, Kelly Brook, Laura Aikman, Kevin Bishop",Comedy,English,UK,85,1567045
1537,Beasts of the Southern Wild,2012,Benh Zeitlin,"Lucy Alibar (screenplay), Benh Zeitlin (screenplay), Lucy Alibar (stage play ""Juicy and Delicious"")","Quvenzhane Wallis, Dwight Henry, Levy Easterly, Lowell Landes",Adventure,English,USA,93,12784397
1538,No Place on Earth,2012,Janet Tobias,"Janet Tobias, Paul Laikin, Esther Stermer (based on the memoir ""We Fight to Survive"" by)","Saul Stermer, Sam Stermer, Sonia Dodyk, Sima Dodyk",Documentary,English,UK,83,199659
1542,The Do-Deca-Pentathlon,2012,"Jay Duplass, Mark Duplass","Jay Duplass, Mark Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus",Comedy,English,USA,76,10000
1557,Casa de mi Padre,2012,Matt Piedmont,"Andrew Steele, Eva Maria Peters (dubbing dialogue)","Will Ferrell, Diego Luna, Pedro Armendariz Jr., Genesis Rodriguez",Comedy,Spanish,USA,84,5895238
1561,Quartet,2012,Dustin Hoffman,"Ronald Harwood (play), Ronald Harwood (screenplay)","Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins",Comedy,English,UK,94,18000000
1563,Mud,2012,Jeff Nichols,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland",Drama,English,USA,130,21589307
1567,Silver Linings Playbook,2012,David O. Russell,"David O. Russell (screenplay), Matthew Quick (novel)","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",Comedy,English,USA,122,132088910
1568,Cirque du Soleil: Worlds Away,2012,Andrew Adamson,Andrew Adamson,"Erica Linz, Igor Zaripov, Lutz Halbhubner, John Clarke",Fantasy,English,USA,91,12495865
1580,You Ain't Seen Nothin' Yet,2012,Alain Resnais,"Alain Resnais (adaptation), Laurent Herbiet (adaptation), Jean Anouilh (plays)","Mathieu Amalric, Pierre Arditi, Sabine Azema, Jean-Noel Broute",Comedy,French,France,115,9494
1585,Supercapitalist,2012,Simon Yin,Derek Ting,"Linus Roache, Derek Ting, Darren E. Scott, Kathy Uyen",Thriller,English,USA,102,15919
1586,Ginger & Rosa,2012,Sally Potter,Sally Potter,"Christina Hendricks, Jodhi May, Alessandro Nivola, Luke Cloud",Drama,English,UK,90,1005700
1587,Bachelorette,2012,Leslye Headland,"Leslye Headland (screenplay), Leslye Headland (based on the play by)","Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning",Comedy,English,USA,87,400000
1590,Midnight's Children,2012,Deepa Mehta,"Salman Rushdie (screenplay), Deepa Mehta, Salman Rushdie (based on a book by)","Rajat Kapoor, Vansh Bhardwaj, Anupam Kher, Neha Mahajan",Drama,English,Canada,146,85497
1603,Long Shot: The Kevin Laue Story,2012,Franklin Martin,Franklin Martin,"Kevin Laue, Barry Rohrssen",Documentary,English,USA,93,28449
1605,A Royal Affair,2012,Nikolaj Arcel,"Bodil Steensen-Leth (novel), Rasmus Heisterberg (screenplay), Nikolaj Arcel (screenplay)","Alicia Vikander, Mads Mikkelsen, Mikkel Boe Folsgaard, Trine Dyrholm",Biography,Danish,Denmark,137,1545726
1608,Men in Black 3,2012,Barry Sonnenfeld,"Etan Cohen, Lowell Cunningham (based on the Malibu comic by)","Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",Action,English,USA,106,179020854
1610,The Other Dream Team,2012,Marius A. Markevicius,"Marius A. Markevicius, Jon Weinbach","Jim Lampley, Bill Walton, David Remnick, Greg Speirs",Documentary,English,USA,89,133778
1611,2 Days in New York,2012,Julie Delpy,"Julie Delpy (scenario), Alexia Landeau (scenario), Alexandre Nahon (participation), Julie Delpy (based on original characters created by), Alexandre Nahon (scenario)","Chris Rock, Julie Delpy, Albert Delpy, Alexia Landeau",Comedy,English,France,96,500000
1625,Bait,2012,Kimble Rendall,"Shayne Armstrong (additional writing by), Duncan Kennedy (additional writing by), John Kim, S.P. Krause (additional writing by), Justin Monjo (additional writing by), Russell Mulcahy","Richard Brancatisano, Xavier Samuel, Chris Betts, Sharni Vinson",Action,English,Australia,93,365187
1628,Brake,2012,Gabe Torres,Timothy Mannion,"Stephen Dorff, Chyler Leigh, JR Bourne, Tom Berenger",Thriller,English,USA,92,4330
1629,Red Lights,2012,Rodrigo Cortes,Rodrigo Cortes,"Cillian Murphy, Sigourney Weaver, Robert De Niro, Toby Jones",Drama,English,Spain,114,49251
1630,Tai Chi Hero,2012,Stephen Fung,"Chia-Lu Chang (screenplay), Kuo-Fu Chen (story), Hsiao-tse Cheng (screenplay)","Xiaochao Yuan, Qi Shu, Tony Ka Fai Leung, Angelababy",Action,Mandarin,China,100,17149
1631,Jab Tak Hai Jaan,2012,Yash Chopra,"Aditya Chopra (story and dialogue), Aditya Chopra (screenplay), Devika Bhagat (screenplay)","Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Anupam Kher",Drama,Hindi,India,176,3323092
1645,This Is 40,2012,Judd Apatow,"Judd Apatow, Judd Apatow (based on characters created by)","Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",Comedy,English,USA,134,65200000
1647,Dead Man's Burden,2012,Jared Moshe,Jared Moshe,"Barlow Jacobs, Clare Bowen, David Call, Joseph Lyle Taylor",Drama,English,USA,93,29634
1648,Steve Jobs: The Lost Interview,2012,Paul Sen,Robert X. Cringely,"Steve Jobs, Robert X. Cringely",Documentary,English,USA,70,104286
