Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Finding Amanda,2008,"['Comedy', 'Drama']",Peter Tolan,Peter Tolan,"['Matthew Broderick', 'Brittany Snow', 'Maura Tierney']",English,USA,96,31340
Red Riding Hood,2011,"['Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Catherine Hardwicke,David Leslie Johnson-McGoldrick,"['Amanda Seyfried', 'Gary Oldman', 'Billy Burke']",English,USA,100,37200000
The Tourist,2010,"['Action', 'Adventure', 'Crime', 'Mystery', 'Romance', 'Thriller']",Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany']",English,USA,103,67631157
Alvin and the Chipmunks: Chipwrecked,2011,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Music']",Mike Mitchell,Jonathan Aibel,"['Jason Lee', 'David Cross', 'Jenny Slate']",English,USA,87,133103929
Supermensch: The Legend of Shep Gordon,2013,"['Documentary', 'Biography', 'Music']",Beth Aala,unknown,"['Shep Gordon', 'Alice Cooper', 'Anne Murray']",English,USA,85,137317
Dope,2015,"['Comedy', 'Crime', 'Drama']",Rick Famuyiwa,Rick Famuyiwa,"['ASAP Rocky', 'Blake Anderson', 'Bruce Beatty']",English,USA,103,11674449
Transformers: Dark of the Moon,2011,"['Action', 'Adventure', 'Sci-Fi']",Michael Bay,Ehren Kruger,"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Josh Duhamel']",English,USA,154,352358779
Easy A,2010,"['Comedy', 'Drama', 'Romance']",Will Gluck,Bert V. Royal,"['Emma Stone', 'Penn Badgley', 'Amanda Bynes']",English,USA,92,58401464
Sisters,2015,['Comedy'],Jason Moore,Paula Pell,"['Amy Poehler', 'Tina Fey', 'Maya Rudolph']",English,USA,118,66652373
Vulgaria,2012,['Comedy'],Ho-Cheung Pang,Chiu-Wing Lam,"['Chapman To', 'Ronald Cheng', 'Dada Chan']",Cantonese,Hong Kong,93,53977
Vampires Suck,2010,['Comedy'],Jason Friedberg,Jason Friedberg,"['Jenn Proske', 'Matt Lanter', 'Diedrich Bader']",English,USA,82,36300000
Seeking a Friend for the End of the World,2012,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Lorene Scafaria,Lorene Scafaria,"['Steve Carell', 'Keira Knightley', 'Adam Brody']",English,USA,101,7100000
The Ides of March,2011,"['Drama', 'Thriller']",George Clooney,George Clooney,"['Ryan Gosling', 'George Clooney', 'Philip Seymour Hoffman']",English,USA,101,40962534
She's Out of My League,2010,"['Comedy', 'Romance']",Jim Field Smith,Sean Anders,"['Jay Baruchel', 'Alice Eve', 'T.J. Miller']",English,USA,104,28712974
Dostana,2008,"['Comedy', 'Drama', 'Romance']",Tarun Mansukhani,Anvita Dutt Guptan,"['Abhishek Bachchan', 'John Abraham', 'Priyanka Chopra']",Hindi,India,145,1235028
Palo Alto,2013,['Drama'],Gia Coppola,Gia Coppola,"['Jack Kilmer', 'Nat Wolff', 'Emma Roberts']",English,USA,100,406235
The Yellow Handkerchief,2008,"['Drama', 'Romance']",Udayan Prasad,Pete Hamill,"['William Hurt', 'Maria Bello', 'Kristen Stewart']",English,USA,102,229550
"1,000 Times Good Night",2013,"['Drama', 'War']",Erik Poppe,Erik Poppe,"['Juliette Binoche', 'Nikolaj Coster-Waldau', 'Lauryn Canny']",Norwegian,Norway,117,53025
Dance Flick,2009,"['Action', 'Comedy', 'Music']",Damien Dante Wayans,Keenen Ivory Wayans,"['Shoshana Bush', 'Damon Wayans Jr.', 'Essence Atkins']",English,USA,83,25615792
The Hunt,2012,['Drama'],Thomas Vinterberg,Tobias Lindholm,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp']",Danish,Denmark,115,610968
Beginners,2010,"['Comedy', 'Drama', 'Romance']",Mike Mills,Mike Mills,"['Ewan McGregor', 'Christopher Plummer', 'Melanie Laurent']",English,USA,105,5764842
Child's Pose,2013,['Drama'],Calin Peter Netzer,Razvan Radulescu,"['Luminita Gheorghiu', 'Bogdan Dumitrache', 'Natasa Raab']",Romanian,Romania,112,94853
Terribly Happy,2008,"['Drama', 'Mystery']",Henrik Ruben Genz,Henrik Ruben Genz,"['Jakob Cedergren', 'Lene Maria Christensen', 'Kim Bodnia']",Danish,Denmark,99,44411
Hubble,2010,['Documentary'],Toni Myers,Toni Myers,"['Leonardo DiCaprio', 'Scott D. Altman', 'Andrew J. Feustel']",English,Canada,44,51710208
Lost and Love,2015,['Drama'],Sanyuan Peng,Sanyuan Peng,"['Andy Lau', 'Boran Jing', 'Tony Ka Fai Leung']",Chinese,China,108,188817
Knight and Day,2010,"['Action', 'Adventure', 'Comedy']",James Mangold,Patrick ONeill,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard']",English,USA,109,76418654
Haywire,2011,"['Action', 'Drama', 'Thriller']",Steven Soderbergh,Lem Dobbs,"['Gina Carano', 'Michael Angarano', 'Channing Tatum']",English,Ireland,93,18934858
The Uninvited,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",Charles Guard,Craig Rosenberg,"['Emily Browning', 'Arielle Kebbel', 'David Strathairn']",English,USA,87,28573173
A Glimpse Inside the Mind of Charles Swan III,2012,['Comedy'],Roman Coppola,Roman Coppola,"['Charlie Sheen', 'James Paradise', 'Anne Bellamy']",English,USA,86,33786
Secretariat,2010,"['Biography', 'Drama', 'Family', 'History', 'Sport']",Randall Wallace,Mike Rich,"['Diane Lane', 'John Malkovich', 'Dylan Walsh']",English,USA,123,59699513
Bottle Shock,2008,"['Comedy', 'Drama']",Randall Miller,Jody Savin,"['Chris Pine', 'Hal B. Klein', 'Alan Rickman']",English,USA,110,3939185
Post Grad,2009,"['Comedy', 'Romance']",Vicky Jenson,Kelly Fremon Craig,"['Alexis Bledel', 'Zach Gilford', 'Michael Keaton']",English,USA,88,6290448
"Farewell, My Queen",2012,"['Drama', 'History', 'Romance']",Benoit Jacquot,Benoit Jacquot,"['Lea Seydoux', 'Diane Kruger', 'Virginie Ledoyen']",French,France,100,611026
360,2011,"['Drama', 'Thriller']",Fernando Meirelles,Peter Morgan,"['Lucia Siposova', 'Gabriela Marcinkova', 'Johannes Krisch']",English,UK,110,49328
Fate Connection,2008,"['Comedy', 'Drama', 'Romance']",Aziz Mirza,Sanjay Chhel,"['Shahid Kapoor', 'Vidya Balan', 'Vishal Malhotra']",Hindi,India,153,479759
Sholem Aleichem: Laughing in the Darkness,2011,['Documentary'],Joseph Dorman,Joseph Dorman,"['Rachel Dratch', 'Hillel Halkin', 'Jason Kravits']",English,USA,93,906666
Hobo with a Shotgun,2011,"['Action', 'Comedy', 'Horror', 'Thriller']",Jason Eisener,John Davies,"['Rutger Hauer', 'Pasha Ebrahimi', 'Robb Wells']",English,Canada,86,117137
RocknRolla,2008,"['Action', 'Crime', 'Thriller']",Guy Ritchie,Guy Ritchie,"['Gerard Butler', 'Tom Wilkinson', 'Thandie Newton']",English,UK,114,5665302
The Odd Life of Timothy Green,2012,"['Comedy', 'Drama', 'Family', 'Fantasy']",Peter Hedges,Peter Hedges,"['Jennifer Garner', 'Joel Edgerton', 'CJ Adams']",English,USA,105,51853450
Captain America: The First Avenger,2011,"['Action', 'Adventure', 'Sci-Fi']",Joe Johnston,Christopher Markus,"['Chris Evans', 'Hayley Atwell', 'Sebastian Stan']",English,USA,124,176636816
7 Khoon Maaf,2011,"['Drama', 'Mystery', 'Thriller']",Vishal Bhardwaj,Ruskin Bond,"['Priyanka Chopra', 'Vivaan Shah', 'Neil Nitin Mukesh']",Hindi,India,137,268662
The Pirate Fairy,2014,"['Animation', 'Adventure', 'Family', 'Fantasy']",Peggy Holmes,Jeffrey M. Howard,"['Mae Whitman', 'Christina Hendricks', 'Tom Hiddleston']",English,USA,78,5545809
Henry's Crime,2010,"['Comedy', 'Crime', 'Drama', 'Romance']",Malcolm Venville,Sacha Gervasi,"['Keanu Reeves', 'Judy Greer', 'Fisher Stevens']",English,USA,108,100000
Once Upon a Time in Anatolia,2011,"['Crime', 'Drama']",Nuri Bilge Ceylan,Ercan Kesal,"['Muhammet Uzuner', 'Yilmaz Erdogan', 'Taner Birsel']",Turkish,Turkey,157,138730
Hitchcock,2012,"['Biography', 'Comedy', 'Drama', 'Romance']",Sacha Gervasi,John J. McLaughlin,"['Anthony Hopkins', 'Helen Mirren', 'Scarlett Johansson']",English,USA,98,6002708
The Possession,2012,"['Horror', 'Mystery', 'Thriller']",Ole Bornedal,Juliet Snowden,"['Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Natasha Calis']",English,USA,92,49100000
K2: Siren of the Himalayas,2012,['Documentary'],Dave Ohlson,Darren Lund,"['Gerlinde Kaltenbrunner', 'Simone Leorin', 'Jake Meyer']",English,USA,75,12959
Blood Ties,2013,"['Crime', 'Drama', 'Thriller']",Guillaume Canet,Guillaume Canet,"['Clive Owen', 'Billy Crudup', 'Marion Cotillard']",English,France,127,28785
Inception,2010,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Christopher Nolan,Christopher Nolan,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page']",English,USA,148,292568851
Blancanieves,2012,"['Drama', 'Fantasy']",Pablo Berger,Pablo Berger,"['Daniel Gimenez Cacho', 'Ramon Barea', 'Inma Cuesta']",Spanish,Spain,104,236394
Hello Herman,2012,['Drama'],Michelle Danner,John Buffalo Mailer,"['Norman Reedus', 'Garrett Backstrom', 'Martha Higareda']",English,USA,90,5985
Disconnect,2012,"['Drama', 'Thriller']",Henry Alex Rubin,Andrew Stern,"['Jason Bateman', 'Hope Davis', 'Frank Grillo']",English,USA,115,1400000
Choke,2008,"['Comedy', 'Drama']",Clark Gregg,Clark Gregg,"['Kathryn Alexander', 'Teodorina Bello', 'Kate Blumberg']",English,USA,92,2831900
The Internship,2013,['Comedy'],Shawn Levy,Vince Vaughn,"['Vince Vaughn', 'Owen Wilson', 'Rose Byrne']",English,USA,119,44400000
Heneral Luna,2015,"['Action', 'Biography', 'History', 'War']",Jerrold Tarog,Henry Francia,"['John Arcilla', 'Mon Confiado', 'Arron Villaflor']",Filipino,Philippines,118,195580
Crystal Fairy & the Magical Cactus,2013,"['Adventure', 'Comedy', 'Drama', 'Romance']",Sebastian Silva,Sebastian Silva,"['Michael Cera', 'Gaby Hoffmann', 'Juan Andres Silva']",English,Chile,98,190704
Ouija,2014,"['Horror', 'Thriller']",Stiles White,Juliet Snowden,"['Olivia Cooke', 'Ana Coto', 'Daren Kagasoff']",English,Japan,89,43513891
Into the White,2012,"['Action', 'Biography', 'Drama', 'History', 'War']",Petter Naess,Ole Meldgaard,"['Florian Lukas', 'David Kross', 'Stig Henrik Hoff']",English,Norway,104,477
N-Secure,2010,"['Crime', 'Drama', 'Thriller']",David M. Matthews,Julius Lewis,"['Cordell Moore', 'Essence Atkins', 'Denise Boutte']",English,USA,105,2592808
R.I.P.D.,2013,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",Robert Schwentke,Phil Hay,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']",English,USA,96,33500000
Last Chance Harvey,2008,"['Drama', 'Romance']",Joel Hopkins,Joel Hopkins,"['Dustin Hoffman', 'Emma Thompson', 'Eileen Atkins']",English,USA,93,14840421
Midnight in Paris,2011,"['Comedy', 'Fantasy', 'Romance']",Woody Allen,Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kurt Fuller']",English,Spain,94,55400000
Saw VI,2009,"['Horror', 'Mystery']",Kevin Greutert,Patrick Melton,"['Tobin Bell', 'Costas Mandylor', 'Mark Rolston']",English,Canada,90,27669413
Concussion,2015,"['Biography', 'Drama', 'Sport']",Peter Landesman,Peter Landesman,"['Will Smith', 'Alec Baldwin', 'Albert Brooks']",English,UK,123,23268108
Cold Weather,2010,"['Comedy', 'Drama', 'Mystery']",Aaron Katz,Aaron Katz,"['Cris Lankenau', 'Trieste Kelly Dunn', 'Raul Castillo']",English,USA,96,141358
Come Undone,2010,"['Drama', 'Romance']",Silvio Soldini,Silvio Soldini,"['Alba Rohrwacher', 'Pierfrancesco Favino', 'Teresa Saponangelo']",Italian,Italy,126,2664
All Together,2011,"['Comedy', 'Drama']",Stephane Robelin,Stephane Robelin,"['Guy Bedos', 'Daniel Bruhl', 'Geraldine Chaplin']",French,France,96,18495
Noble,2014,"['Biography', 'Drama']",Stephen Bradley,Stephen Bradley,"['Deirdre OKane', 'Sarah Greene', 'Brendan Coyle']",English,UK,100,347321
Bolt,2008,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']",Byron Howard,Dan Fogelman,"['John Travolta', 'Miley Cyrus', 'Susie Essman']",English,USA,96,114053579
We Are Family,2010,"['Drama', 'Family']",Siddharth Malhotra,Niranjan Iyengar,"['Kajol', 'Kareena Kapoor', 'Arjun Rampal']",Hindi,India,115,631276
Made in Dagenham,2010,"['Biography', 'Comedy', 'Drama', 'History']",Nigel Cole,William Ivory,"['Sally Hawkins', 'Andrea Riseborough', 'Jaime Winstone']",English,UK,113,1094798
Mr. Popper's Penguins,2011,"['Comedy', 'Family', 'Fantasy']",Mark Waters,Sean Anders,"['Jim Carrey', 'Carla Gugino', 'Angela Lansbury']",English,USA,94,68100000
Chloe,2009,"['Drama', 'Mystery', 'Romance', 'Thriller']",Atom Egoyan,Erin Cressida Wilson,"['Julianne Moore', 'Liam Neeson', 'Amanda Seyfried']",English,USA,96,31000000
Red Hook Summer,2012,['Drama'],Spike Lee,Spike Lee,"['Limary Agosto', 'Sumayya Ali', 'Turron Kofi Alleyne']",English,USA,121,338803
Up in the Air,2009,"['Drama', 'Romance']",Jason Reitman,Walter Kirn,"['George Clooney', 'Vera Farmiga', 'Anna Kendrick']",English,USA,109,83775048
You're Next,2011,"['Horror', 'Thriller']",Adam Wingard,Simon Barrett,"['Sharni Vinson', 'Nicholas Tucci', 'Wendy Glenn']",English,USA,95,25064090
Bin Roye,2015,"['Drama', 'Romance']",Momina Duraid,Farhat Ishtiaq,"['Zeba Bakhtiar', 'Adeel Husain', 'Armeena Rana Khan']",Urdu,Pakistan,116,72816
Miss March,2009,"['Comedy', 'Romance']",Zach Cregger,Zach Cregger,"['Zach Cregger', 'Trevor Moore', 'Raquel Alessi']",English,USA,90,4485877
X-Men: First Class,2011,"['Action', 'Adventure', 'Sci-Fi']",Matthew Vaughn,Ashley Miller,"['James McAvoy', 'Laurence Belcher', 'Michael Fassbender']",English,USA,131,145300000
That's My Boy,2012,['Comedy'],Sean Anders,David Caspe,"['Adam Sandler', 'Andy Samberg', 'Leighton Meester']",English,USA,116,36900000
Buried,2010,"['Drama', 'Mystery', 'Thriller']",Rodrigo Cortes,Chris Sparling,"['Ryan Reynolds', 'Jose Luis Garcia Perez', 'Robert Paterson']",English,Spain,95,200000
Miss Sharon Jones!,2015,"['Documentary', 'Music']",Barbara Kopple,unknown,"['Sharon Jones', 'Starr Adkins', 'Binky Griptite']",English,USA,93,120770
Elysium,2013,"['Action', 'Drama', 'Sci-Fi']",Neill Blomkamp,Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']",English,USA,109,90800000
Alpha and Omega,2010,"['Animation', 'Adventure', 'Comedy', 'Family', 'Romance']",Anthony Bell,Chris Denk,"['Justin Long', 'Hayden Panettiere', 'Dennis Hopper']",English,USA,90,25077977
My Name Is Khan,2010,['Drama'],Karan Johar,Shibani Bathija,"['Shah Rukh Khan', 'Kajol', 'Katie A. Keane']",Hindi,India,165,3931456
27 Dresses,2008,"['Comedy', 'Romance']",Anne Fletcher,Aline Brosh McKenna,"['Brian Kerwin', 'Charli Barcena', 'Peyton List']",English,USA,111,76800000
I Am Love,2009,"['Drama', 'Romance']",Luca Guadagnino,Barbara Alberti,"['Tilda Swinton', 'Flavio Parenti', 'Edoardo Gabbriellini']",Italian,Italy,120,5004648
Chevalier,2015,"['Comedy', 'Drama']",Athina Rachel Tsangari,Efthymis Filippou,"['Yiorgos Kendros', 'Panos Koronis', 'Vangelis Mourikis']",Greek,Greece,105,25676
Disaster Movie,2008,['Comedy'],Jason Friedberg,Jason Friedberg,"['Matt Lanter', 'Vanessa Lachey', 'Gary G. Thang Johnson']",English,USA,87,14174654
Devil,2010,"['Horror', 'Mystery', 'Thriller']",John Erick Dowdle,Brian Nelson,"['Chris Messina', 'Logan Marshall-Green', 'Jenny OHara']",English,USA,80,33583175
Waking Sleeping Beauty,2009,['Documentary'],Don Hahn,Patrick Pacheco,"['Don Hahn', 'Ron Clements', 'Peter Schneider']",English,USA,86,33115
Watchmen,2009,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",Zack Snyder,David Hayter,"['Malin Akerman', 'Billy Crudup', 'Matthew Goode']",English,USA,162,107453620
Love,2015,"['Drama', 'Romance']",Gaspar Noe,Gaspar Noe,"['Aomi Muyock', 'Karl Glusman', 'Klara Kristin']",English,France,135,176061
The Raid: Redemption,2011,"['Action', 'Thriller']",Gareth Evans,Gareth Evans,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah']",Indonesian,Indonesia,101,1200000
Therapy for a Vampire,2014,"['Comedy', 'Horror']",David Ruhm,David Ruhm,"['Tobias Moretti', 'Jeanette Hain', 'Cornelia Ivancan']",German,Austria,87,3361
Closed Circuit,2013,"['Crime', 'Drama', 'Mystery', 'Thriller']",John Crowley,Steven Knight,"['Kate Lock', 'Katherine Press', 'Patrick Warner']",English,UK,96,9655979
A Haunted House,2013,"['Comedy', 'Fantasy']",Michael Tiddes,Marlon Wayans,"['Marlon Wayans', 'Marlene Forte', 'Essence Atkins']",English,USA,86,32536865
The Man with the Iron Fists,2012,['Action'],RZA,RZA,"['RZA', 'Rick Yune', 'Russell Crowe']",English,USA,95,15608545
Twice Born,2012,"['Drama', 'Romance', 'War']",Sergio Castellitto,Margaret Mazzantini,"['Penelope Cruz', 'Emile Hirsch', 'Adnan Haskovic']",English,Italy,127,14947
Young & Beautiful,2013,"['Drama', 'Romance']",Francois Ozon,Francois Ozon,"['Marine Vacth', 'Geraldine Pailhas', 'Frederic Pierrot']",French,France,95,22408
Besharam,2013,"['Action', 'Comedy', 'Romance']",Abhinav Kashyap,Rajeev Barnwal,"['Ranbir Kapoor', 'Pallavi Sharda', 'Rishi Kapoor']",Hindi,India,143,388915
Cedar Rapids,2011,['Comedy'],Miguel Arteta,Phil Johnston,"['Ed Helms', 'John C. Reilly', 'Anne Heche']",English,USA,87,6800000
Alex Cross,2012,"['Action', 'Crime', 'Mystery', 'Thriller']",Rob Cohen,Marc Moss,"['Tyler Perry', 'Edward Burns', 'Matthew Fox']",English,USA,101,25863915
A Million Ways to Die in the West,2014,"['Comedy', 'Western']",Seth MacFarlane,Seth MacFarlane,"['Seth MacFarlane', 'Charlize Theron', 'Amanda Seyfried']",English,USA,116,37331031
Hotel Transylvania,2012,"['Animation', 'Comedy', 'Family', 'Fantasy']",Genndy Tartakovsky,Peter Baynham,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",English,USA,91,148280635
Step Up 3D,2010,"['Drama', 'Music', 'Romance']",Jon M. Chu,Amy Andelson,"['Rick Malambri', 'Adam Sevani', 'Sharni Vinson']",English,USA,107,42385520
You're Next,2011,"['Horror', 'Thriller']",Adam Wingard,Simon Barrett,"['Sharni Vinson', 'Nicholas Tucci', 'Wendy Glenn']",English,USA,95,25064090
Priest,2011,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",Scott Stewart,Cory Goodman,"['Paul Bettany', 'Karl Urban', 'Cam Gigandet']",English,USA,87,29100000
Tracks,2013,"['Adventure', 'Biography', 'Drama']",John Curran,Marion Nelson,"['Lily Pearl', 'Mia Wasikowska', 'Philip Dodd']",English,Australia,112,1321462
Amour,2012,"['Drama', 'Romance']",Michael Haneke,Michael Haneke,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']",French,Austria,127,6700000
22 Jump Street,2014,"['Action', 'Comedy', 'Crime']",Phil Lord,Michael Bacall,"['Jonah Hill', 'Channing Tatum', 'Peter Stormare']",English,USA,112,154295930
Jatt & Juliet 2,2013,"['Comedy', 'Romance']",Anurag Singh,Dheeraj Rattan,"['Diljit Dosanjh', 'Neeru Bajwa', 'Jaswinder Bhalla']",Punjabi,Canada,140,244139
The Search for General Tso,2014,"['Documentary', 'Comedy', 'History']",Ian Cheney,Ian Cheney,['Ian Cheney'],English,USA,71,36800
Delivery Man,2013,"['Comedy', 'Drama']",Ken Scott,Ken Scott,"['Vince Vaughn', 'Chris Pratt', 'Cobie Smulders']",English,USA,105,30659817
Bullhead,2011,"['Crime', 'Drama']",Michael R. Roskam,Michael R. Roskam,"['Matthias Schoenaerts', 'Jeroen Perceval', 'Jeanne Dandoy']",Flemish,Belgium,129,73567
The A-Team,2010,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Joe Carnahan,Joe Carnahan,"['Liam Neeson', 'Bradley Cooper', 'Jessica Biel']",English,USA,117,77213489
The Girl from Monaco,2008,"['Comedy', 'Drama']",Anne Fontaine,Anne Fontaine,"['Fabrice Luchini', 'Roschdy Zem', 'Stephane Audran']",French,France,95,422746
Good Hair,2009,"['Documentary', 'Comedy']",Jeff Stilson,Lance Crouther,"['Tanya Crumel', 'Kevin Kirk', 'Jason Griggers']",English,USA,96,4061847
Save the Date,2012,"['Comedy', 'Romance']",Michael Mohan,Jeffrey Brown,"['Lizzy Caplan', 'Alison Brie', 'Martin Starr']",English,USA,97,3755
A Haunted House 2,2014,"['Comedy', 'Fantasy']",Michael Tiddes,Marlon Wayans,"['Marlon Wayans', 'Jaime Pressly', 'Essence Atkins']",English,USA,86,13710572
To the Wonder,2012,"['Drama', 'Romance']",Terrence Malick,Terrence Malick,"['Ben Affleck', 'Olga Kurylenko', 'Rachel McAdams']",English,USA,112,500000
Tammy,2014,"['Comedy', 'Romance']",Ben Falcone,Melissa McCarthy,"['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates']",English,USA,97,51033986
Bucky Larson: Born to Be a Star,2011,['Comedy'],Tom Brady,Adam Sandler,"['Nick Swardson', 'Christina Ricci', 'Don Johnson']",English,USA,97,2331318
What Just Happened,2008,"['Comedy', 'Drama']",Barry Levinson,Art Linson,"['Robert De Niro', 'Sean Penn', 'Catherine Keener']",English,USA,104,1043419
The Box,2009,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",Richard Kelly,Richard Kelly,"['Cameron Diaz', 'James Marsden', 'Frank Langella']",English,USA,115,114882598
Mr. Right,2015,"['Action', 'Comedy', 'Romance']",Paco Cabezas,Max Landis,"['Sam Rockwell', 'Anna Kendrick', 'Tim Roth']",English,USA,95,25369
The Master,2012,['Drama'],Paul Thomas Anderson,Paul Thomas Anderson,"['Joaquin Phoenix', 'Price Carson', 'Mike Howard']",English,USA,138,15800000
The Last House on the Left,2009,"['Horror', 'Thriller']",Dennis Iliadis,Adam Alleca,"['Garret Dillahunt', 'Michael Bowen', 'Josh Coxx']",English,USA,110,32721635
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,['Documentary'],Molly Bernstein,unknown,"['Ricky Jay', 'Winston Simone', 'Dick Cavett']",English,USA,88,151389
Cook County,2009,['Drama'],David Pomes,David Pomes,"['Anson Mount', 'Xander Berkeley', 'Ryan Donowho']",English,USA,93,757900
The Merry Gentleman,2008,"['Crime', 'Drama']",Michael Keaton,Ron Lazzeretti,"['Michael Keaton', 'Kelly Macdonald', 'Tom Bastounes']",English,USA,110,291677
Wadjda,2012,"['Comedy', 'Drama']",Haifaa Al-Mansour,Haifaa Al-Mansour,"['Reem Abdullah', 'Waad Mohammed', 'Abdullrahman Al Gohani']",Arabic,Saudi Arabia,98,1023558
The Second Best Exotic Marigold Hotel,2015,"['Comedy', 'Drama']",John Madden,Ol Parker,"['Dev Patel', 'Maggie Smith', 'Danny Mahoney']",English,UK,122,38996694
The Rover,2014,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",David Michod,Joel Edgerton,"['Guy Pearce', 'Chan Kien', 'Tek Kong Lim']",English,Australia,103,709133
Suffragette,2015,"['Biography', 'Drama', 'History']",Sarah Gavron,Abi Morgan,"['Anne-Marie Duff', 'Grace Stottor', 'Geoff Bell']",English,UK,106,7189725
Oblivion,2013,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",Joseph Kosinski,Karl Gajdusek,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko']",English,USA,124,89021735
The House I Live In,2012,['Documentary'],Eugene Jarecki,Eugene Jarecki,"['Eugene Jarecki', 'Michelle Alexander', 'Mark W. Bennett']",English,Netherlands,108,210752
Hansel & Gretel: Witch Hunters,2013,"['Action', 'Fantasy', 'Horror']",Tommy Wirkola,Tommy Wirkola,"['Jeremy Renner', 'Gemma Arterton', 'Famke Janssen']",English,Germany,88,55000000
Love,2015,"['Drama', 'Romance']",Gaspar Noe,Gaspar Noe,"['Aomi Muyock', 'Karl Glusman', 'Klara Kristin']",English,France,135,176061
Paradise: Hope,2013,['Drama'],Ulrich Seidl,Ulrich Seidl,"['Melanie Lenz', 'Verena Lehbauer', 'Joseph Lorenz']",German,Austria,92,4184
47 Ronin,2013,"['Action', 'Adventure', 'Drama', 'Fantasy']",Carl Rinsch,Chris Morgan,"['Keanu Reeves', 'Hiroyuki Sanada', 'Ko Shibasaki']",English,USA,128,20518224
The Flat,2011,['Documentary'],Arnon Goldfinger,Arnon Goldfinger,"['Michael Adler', 'Yaron Amit', 'Avrham Barkai']",Hebrew,Israel,97,467022
The English Teacher,2013,"['Comedy', 'Drama']",Craig Zisk,Dan Chariton,"['Julianne Moore', 'Michael Angarano', 'Greg Kinnear']",English,USA,93,60166
Still Walking,2008,['Drama'],Hirokazu Koreeda,Hirokazu Koreeda,"['Hiroshi Abe', 'Yui Natsukawa', 'You']",Japanese,Japan,115,86000
Jumping the Broom,2011,"['Comedy', 'Drama']",Salim Akil,Elizabeth Hunter,"['Angela Bassett', 'Paula Patton', 'Laz Alonso']",English,USA,112,37295394
"Definitely, Maybe",2008,"['Comedy', 'Drama', 'Romance']",Adam Brooks,Adam Brooks,"['Ryan Reynolds', 'An Nguyen', 'Matthew Mason']",English,UK,112,32000000
My All-American,2015,"['Biography', 'Drama', 'Sport']",Angelo Pizzo,Angelo Pizzo,"['Aaron Eckhart', 'Finn Wittrock', 'Rett Terrell']",English,USA,118,1365000
Inhale,2010,"['Drama', 'Thriller']",Baltasar Kormakur,Walter Doty,"['Mia Stallard', 'Dermot Mulroney', 'Diane Kruger']",English,USA,83,3030
Happy People: A Year in the Taiga,2010,['Documentary'],Werner Herzog,Werner Herzog,"['Werner Herzog', 'Nikolay Nikiforovitch Siniaev', 'Gennady Soloviev']",English,Germany,90,217987
The Collector,2009,"['Horror', 'Thriller']",Marcus Dunstan,Patrick Melton,"['William Prael', 'Diane Ayala Goldner', 'Juan Fernandez']",English,USA,90,7674322
The Kid with a Bike,2011,['Drama'],Jean-Pierre Dardenne,Jean-Pierre Dardenne,"['Thomas Doret', 'Cecile de France', 'Jeremie Renier']",French,Belgium,87,1384749
Darling Companion,2012,"['Comedy', 'Drama', 'Romance']",Lawrence Kasdan,Meg Kasdan,"['Diane Keaton', 'Kevin Kline', 'Dianne Wiest']",English,USA,103,793352
Ted,2012,"['Comedy', 'Fantasy', 'Romance']",Seth MacFarlane,Seth MacFarlane,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']",English,USA,106,218100000
Cowgirls 'n Angels,2012,"['Adventure', 'Drama', 'Family']",Timothy Armstrong,Timothy Armstrong,"['Bailee Madison', 'Dusta Kimzey', 'Richard Levi']",English,USA,92,119782
