Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Morgan,2016,Action,Luke Scott,Seth W. Owen,Kate Mara,English,USA,92,3912052
No,2012,Drama,Pablo Larrain,Pedro Peirano ,Gael Garcia Bernal,Spanish,Chile,118,2341226
The Playroom,2012,Drama,Julia Dyer,Gretchen Dyer,Ian Veteto,English,USA,83,3900
Muran,2011,Action,Rajan Madhav,Rajan Madhav,Prasanna,Tamil,India,103,27208
I Melt with You,2011,Drama,Mark Pellington,Glenn Porter ,Thomas Jane,English,USA,129,4176
Cosmopolis,2012,Drama,David Cronenberg,David Cronenberg ,Robert Pattinson,English,Canada,109,600000
The Emoji Movie,2017,Animation,Tony Leondis,Tony Leondis ,T.J. Miller,English,USA,86,86053485
The Grand Budapest Hotel,2014,Adventure,Wes Anderson,Stefan Zweig ,Ralph Fiennes,English,USA,99,56939515
Henry Poole Is Here,2008,Comedy,Mark Pellington,Albert Torres,Luke Wilson,English,USA,99,1749146
The Rebound,2009,Comedy,Bart Freundlich,Bart Freundlich,Catherine Zeta-Jones,English,USA,95,538987
Inch'Allah,2012,Drama,Anais Barbeau-Lavalette,Anais Barbeau-Lavalette ,Omri Ilan,English,Canada,102,460384
The Fighter,2010,Biography,David O. Russell,Scott Silver ,Mark Wahlberg,English,USA,116,93571803
War Room,2015,Drama,Alex Kendrick,Alex Kendrick,Karen Abercrombie,English,USA,120,67790117
Bill Nye: Science Guy,2017,Documentary,David Alvarado,unknown,Neil deGrasse Tyson,English,USA,101,22786
The Three Musketeers,2011,Action,Paul W.S. Anderson,Alex Litvak ,Matthew Macfadyen,English,USA,110,20356913
Beneath Hill 60,2010,Drama,Jeremy Sims,David Roach,Brendan Cowell,English,Australia,122,454950
Action Replay,2010,Comedy,Vipul Amrutlal Shah,Irshad Kamil ,Akshay Kumar,Hindi,India,129,410262
Top Five,2014,Comedy,Chris Rock,Chris Rock,Chris Rock,English,USA,102,17002433
Peace Officer,2015,Documentary,Brad Barber,Brad Barber,William 'Dub' Lawrence,English,USA,105,57558
Inferno,2009,Documentary,Serge Bromberg,Serge Bromberg,Romy Schneider,French,France,102,23955
Venus in Fur,2013,Drama,Roman Polanski,David Ives ,Emmanuelle Seigner,French,France,96,153625
Pitch Perfect 3,2017,Comedy,Trish Sie,Kay Cannon ,Anna Kendrick,English,USA,93,104880310
Waltz with Bashir,2008,Animation,Ari Folman,Ari Folman,Ari Folman,Hebrew,Israel,90,2300000
The Wailing,2016,Horror,Hong-jin Na,Hong-jin Na ,Do-won Kwak,Korean,South Korea,156,785405
Byzantium,2012,Drama,Neil Jordan,Moira Buffini ,Saoirse Ronan,English,UK,118,84293
Little Girl,2009,Drama,Tizza Covi,Tizza Covi,Patrizia Gerardi,Italian,Italy,100,1255
Long Live Freedom,2013,Comedy,Roberto Ando,Roberto Ando ,Toni Servillo,Italian,Italy,94,33968
Noah's Arc: Jumping the Broom,2008,Drama,Patrik-Ian Polk,Q. Allan Brocka ,Darryl Stephens,English,USA,101,389194
Drift,2013,Biography,Ben Nott,Tim Duffy ,Sam Worthington,English,Australia,113,444465
Max Payne,2008,Action,John Moore,Beau Thorne ,Mark Wahlberg,English,Canada,100,40632110
I Can Do Bad All by Myself,2009,Comedy,Tyler Perry,Tyler Perry ,Tyler Perry,English,USA,113,51697449
Oceans,2009,Documentary,Jacques Perrin,Christophe Cheysson,Pierce Brosnan,French,France,84,19000000
The Burning Plain,2008,Crime,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,English,USA,107,200000
Apollo 18,2011,Horror,Gonzalo Lopez-Gallego,Brian Miller,Warren Christie,English,USA,86,17500000
Justin Bieber: Never Say Never,2011,Documentary,Jon M. Chu,unknown,Justin Bieber,English,USA,105,73000942
Gett: The Trial of Viviane Amsalem,2014,Drama,Ronit Elkabetz,Ronit Elkabetz,Ronit Elkabetz,Hebrew,Israel,115,650571
Slumdog Millionaire,2008,Drama,Danny Boyle,Simon Beaufoy ,Dev Patel,English,UK,120,141243551
Battle of Los Angeles,2011,Action,Mark Atkins,Mark Atkins,Nia Peeples,English,USA,92,83537651
Of Gods and Men,2010,Drama,Xavier Beauvois,Xavier Beauvois ,Lambert Wilson,French,France,122,3200000
Forgetting Sarah Marshall,2008,Comedy,Nicholas Stoller,Jason Segel,Jason Segel,English,USA,111,62900000
Altiplano,2009,Drama,Peter Brosens,Peter Brosens,Magaly Solier,Spanish,Belgium,109,2754
Room,2015,Drama,Lenny Abrahamson,Emma Donoghue ,Brie Larson,English,Ireland,118,14677654
Movie 43,2013,Comedy,Elizabeth Banks,Rocky Russo,Dennis Quaid,English,USA,94,8700000
Detention of the Dead,2012,Comedy,Alex Craig Mann,Alex Craig Mann,Jacob Zachar,English,USA,87,1332
Delivery Man,2013,Comedy,Ken Scott,Ken Scott ,Vince Vaughn,English,USA,105,30659817
Horrible Bosses 2,2014,Comedy,Sean Anders,Sean Anders ,Jason Bateman,English,USA,108,39939072
Dear John,2010,Drama,Lasse Hallstrom,Jamie Linden ,Channing Tatum,English,USA,108,79600000
The People I've Slept With,2012,Comedy,Quentin Lee,Koji Steven Sakai,Karin Anna Cheung,English,USA,89,16383
Magic Trip: Ken Kesey's Search for a Kool Place,2011,Documentary,Alison Ellwood,Alex Gibney ,Stanley Tucci,English,USA,107,153943
Knock Knock,2015,Drama,Eli Roth,Eli Roth ,Keanu Reeves,English,USA,99,285363
Grown Ups,2010,Comedy,Dennis Dugan,Adam Sandler,Adam Sandler,English,USA,102,162001186
Among the Believers,2015,Documentary,Mohammed Naqvi,Jonathan Goodman Levitt,Abdul Aziz,English,Pakistan,84,1900
The Look of Silence,2014,Documentary,Joshua Oppenheimer,unknown,Adi Rukun,Indonesian,Denmark,103,48097
Beasts of No Nation,2015,Drama,Cary Joji Fukunaga,Cary Joji Fukunaga ,Abraham Attah,English,USA,137,83861
Waiting for Forever,2010,Comedy,James Keach,Steve Adams,Rachel Bilson,English,USA,95,16291
Grown Ups 2,2013,Comedy,Dennis Dugan,Fred Wolf,Adam Sandler,English,USA,101,127400000
Goon,2011,Comedy,Michael Dowse,Jay Baruchel,Seann William Scott,English,USA,92,840657
Nobody Else But You,2011,Comedy,Gerald Hustache-Mathieu,Adrian Finkelstein ,Jean-Paul Rouve,French,France,102,26125
Snow Flower and the Secret Fan,2011,Drama,Wayne Wang,Angela Workman ,Russell Wong,English,China,120,1346503
Solace,2015,Crime,Afonso Poyart,Sean Bailey,Anthony Hopkins,English,USA,101,403050
Thunder and the House of Magic,2013,Animation,Jeremy Degruson,Ben Stassen ,Cinda Adams,English,Belgium,85,1606608
What Maisie Knew,2012,Drama,Scott McGehee,Nancy Doyne ,Julianne Moore,English,USA,99,1000000
I Wish,2011,Drama,Hirokazu Koreeda,Hirokazu Koreeda ,Masami Nagasawa,Japanese,Japan,128,145697
Jesus Henry Christ,2011,Comedy,Dennis Lee,Dennis Lee ,Toni Collette,English,USA,92,18390
A Prophet,2009,Crime,Jacques Audiard,Thomas Bidegain ,Tahar Rahim,French,France,155,1515303
The Lorax,2012,Animation,Chris Renaud,Dr. Seuss ,Danny DeVito,English,USA,86,211000000
Wolf Warrior 2,2017,Action,Jing Wu,Qun Dong,Jing Wu,Mandarin,China,123,2720898
Public Enemies,2009,Biography,Michael Mann,Ronan Bennett ,Christian Bale,English,USA,140,97000000
Top Cat: The Movie,2011,Animation,Alberto Mar,Timothy McKeon ,Jason Harris,Spanish,Mexico,90,1444790
The Beauty Inside,2015,Drama,Jong-Yeol Baek,Seon-jeong Kim,Hyo-Joo Han,Korean,South Korea,127,50536
The Last King,2016,Action,Nils Gaup,Ravn Lanesskog,Jakob Oftebro,Norwegian,Norway,99,8550
Four Lions,2010,Comedy,Christopher Morris,Christopher Morris,Riz Ahmed,English,UK,97,308769
Horns,2013,Crime,Alexandre Aja,Keith Bunin ,Daniel Radcliffe,English,USA,120,511848
Dragonball: Evolution,2009,Action,James Wong,Ben Ramsey ,Justin Chatwin,English,USA,85,9353573
Turbo,2013,Animation,David Soren,Darren Lemke ,Ryan Reynolds,English,USA,96,81100000
The BFG,2016,Adventure,Steven Spielberg,Melissa Mathison ,Mark Rylance,English,USA,117,55472665
The Twilight Saga: New Moon,2009,Adventure,Chris Weitz,Melissa Rosenberg ,Kristen Stewart,English,USA,130,296593070
Orgasm Inc.,2009,Documentary,Elizabeth Canner,unknown,Elizabeth Canner,English,USA,73,47622
In Secret,2013,Crime,Charlie Stratton,Emile Zola ,Elizabeth Olsen,English,USA,107,308227
Ramona and Beezus,2010,Adventure,Elizabeth Allen Rosenbaum,Laurie Craig ,Joey King,English,USA,103,26161406
Sarah's Key,2010,Drama,Gilles Paquet-Brenner,Tatiana De Rosnay ,Kristin Scott Thomas,French,France,111,7691700
Love Is All You Need,2012,Comedy,Susanne Bier,Anders Thomas Jensen ,Trine Dyrholm,English,Denmark,116,1631306
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,Documentary,Bruce Hendricks,Michael Poryes ,Miley Cyrus,English,USA,74,65138443
Vanishing on 7th Street,2010,Horror,Brad Anderson,Anthony Jaswinski,Hayden Christensen,English,USA,92,22197
Film socialisme,2010,Drama,Jean-Luc Godard,Hannah Arendt ,Jean-Marc Stehle,French,Switzerland,102,14354
Yennai Arindhaal,2015,Action,Gautham Menon,Thiagarajan Kumararaja,Ajith Kumar,Tamil,India,168,105184
Let My People Go!,2011,Comedy,Mikael Buch,Mikael Buch,Nicolas Maury,French,France,96,12317
An Inconvenient Sequel: Truth to Power,2017,Documentary,Bonni Cohen,Al Gore,Al Gore,English,USA,98,3456144
The Huntsman: Winter's War,2016,Action,Cedric Nicolas-Troyan,Evan Spiliotopoulos,Chris Hemsworth,English,USA,114,46445229
Be Kind Rewind,2008,Comedy,Michel Gondry,Michel Gondry,Jack Black,English,UK,102,11200000
Yalom's Cure,2014,Documentary,Sabine Gisiger,Sabine Gisiger,Irvin D. Yalom,English,Switzerland,77,684
Jean-Michel Basquiat: The Radiant Child,2010,Documentary,Tamra Davis,Eric Martin,Jean Michel Basquiat,English,USA,88,256242
Enthiran,2010,Action,S. Shankar,Madhan Karky ,Rajinikanth,Tamil,India,174,1520108
Your Highness,2011,Adventure,David Gordon Green,Danny McBride,Danny McBride,English,USA,102,21600000
"Big Mommas: Like Father, Like Son",2011,Action,John Whitesell,Matthew Fogel ,Martin Lawrence,English,USA,107,37911876
The Killer Inside Me,2010,Crime,Michael Winterbottom,John Curran,Casey Affleck,English,UK,109,200000
The Children of Huang Shi,2008,Drama,Roger Spottiswoode,Jane Hawksley,Jonathan Rhys Meyers,English,Australia,125,652604
The Square,2017,Comedy,Ruben Ostlund,Ruben Ostlund,Claes Bang,English,Sweden,151,1284672
Kill List,2011,Crime,Ben Wheatley,Ben Wheatley,Neil Maskell,English,UK,95,26297
Oz the Great and Powerful,2013,Adventure,Sam Raimi,Mitchell Kapner ,James Franco,English,USA,130,234903076
Phil Ochs: There But for Fortune,2010,Documentary,Kenneth Bowser,Kenneth Bowser,Salvador Allende,English,USA,96,259362
Jackie,2016,Biography,Pablo Larrain,Noah Oppenheim,Natalie Portman,English,USA,100,13958679
The Snowtown Murders,2011,Biography,Justin Kurzel,Shaun Grant,Lucas Pittaway,English,Australia,119,607110
Hell Baby,2013,Comedy,Robert Ben Garant,Robert Ben Garant ,Rob Corddry,English,USA,98,4980
Radio Dreams,2016,Comedy,Babak Jalali,Babak Jalali ,Lars Ulrich,Persian,USA,93,18642
Plot for Peace,2013,Documentary,Carlos Agullo,Stephen Smith,Jean-Yves Ollivier,English,South Africa,84,2554
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,Action,Dave Green,Josh Appelbaum,Megan Fox,English,USA,112,82035527
The Twilight Saga: Eclipse,2010,Adventure,David Slade,Melissa Rosenberg ,Xavier Samuel,English,USA,124,300523113
Hope Springs,2012,Comedy,David Frankel,Vanessa Taylor,Meryl Streep,English,USA,100,63300000
Jack and Jill,2011,Comedy,Dennis Dugan,Steve Koren ,Adam Sandler,English,USA,91,74158157
My Worst Nightmare,2011,Comedy,Anne Fontaine,Anne Fontaine,Isabelle Huppert,French,France,103,21456
Gunday,2014,Action,Ali Abbas Zafar,Ali Abbas Zafar,Ranveer Singh,Hindi,India,152,413482
A Few Best Men,2011,Comedy,Stephan Elliott,Dean Craig,Laura Brent,English,Australia,97,3461533
How Do You Know,2010,Comedy,James L. Brooks,James L. Brooks,Reese Witherspoon,English,USA,121,30212620
The Boys Are Back,2009,Drama,Scott Hicks,Simon Carr ,Clive Owen,English,Australia,104,783013
After Love,2016,Drama,Joachim Lafosse,Mazarine Pingeot,Berenice Bejo,French,France,100,13621
The Raid: Redemption,2011,Action,Gareth Evans,Gareth Evans,Iko Uwais,Indonesian,Indonesia,101,1200000
Shrink,2009,Comedy,Jonas Pate,Thomas Moffett,Kevin Spacey,English,USA,104,93250
Secret of the Wings,2012,Animation,Roberts Gannaway,Roberts Gannaway ,Mae Whitman,English,USA,75,1871624
Annihilation,2018,Adventure,Alex Garland,Alex Garland ,Natalie Portman,English,UK,115,20636742
Like Dandelion Dust,2009,Drama,Jon Gunn,Stephen J. Rivele ,Mira Sorvino,English,USA,100,352810
My Bloody Valentine,2009,Horror,Patrick Lussier,Todd Farmer ,Jensen Ackles,English,USA,101,51527787
Hillsong: Let Hope Rise,2016,Documentary,Michael John Warren,unknown,Michael Guy Chislett,English,USA,103,2379745
My Piece of the Pie,2011,Comedy,Cedric Klapisch,Cedric Klapisch ,Karin Viard,French,France,109,4213
Spark: A Space Tail,2016,Animation,Aaron Woodley,Aaron Woodley,Jace Norman,English,Canada,91,190511
For a Few Bullets,2016,Action,Anzi Pan,Anzi Pan,Jingchu Zhang,Mandarin,China,115,28892
Bad Teacher,2011,Comedy,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,English,USA,92,100292856
The Big Wedding,2013,Comedy,Justin Zackham,Justin Zackham ,Robert De Niro,English,USA,89,21500000
Killer Joe,2011,Crime,William Friedkin,Tracy Letts ,Matthew McConaughey,English,USA,102,1800000
The Limits of Control,2009,Crime,Jim Jarmusch,Jim Jarmusch,Isaach De Bankole,English,USA,116,362032
Pan,2015,Adventure,Joe Wright,Jason Fuchs,Hugh Jackman,English,USA,111,35914825
The Spy Next Door,2010,Action,Brian Levant,Jonathan Bernstein ,Jackie Chan,English,USA,94,24268828
City Island,2009,Comedy,Raymond De Felitta,Raymond De Felitta,Andy Garcia,English,USA,104,6670712
Cirque du Freak: The Vampire's Assistant,2009,Action,Paul Weitz,Paul Weitz ,John C. Reilly,English,USA,109,13838130
Endless Poetry,2016,Biography,Alejandro Jodorowsky,Alejandro Jodorowsky,Adan Jodorowsky,Spanish,Chile,128,28000
Meet Monica Velour,2010,Comedy,Keith Bearden,Keith Bearden,Kim Cattrall,English,USA,98,31649
Busco novio para mi mujer,2016,Comedy,Enrique Begne,Enrique Begne ,Sandra Echeverria,Spanish,Mexico,92,1721707
The Tillman Story,2010,Documentary,Amir Bar-Lev,Amir Bar-Lev,Josh Brolin,English,USA,94,798940
The Forbidden Room,2015,Comedy,Guy Maddin,Guy Maddin,Roy Dupuis,English,Canada,130,34043
Dhoom 3,2013,Action,Vijay Krishna Acharya,Vijay Krishna Acharya ,Aamir Khan,Hindi,India,172,5596653
Rudderless,2014,Comedy,William H. Macy,Casey Twenter,Miles Heizer,English,USA,105,56001
The Greatest Showman,2017,Biography,Michael Gracey,Jenny Bicks ,Hugh Jackman,English,USA,105,164616443
My Week with Marilyn,2011,Biography,Simon Curtis,Adrian Hodges ,Michelle Williams,English,UK,99,12600000
The Spirit,2008,Action,Frank Miller,Frank Miller ,Jaime King,English,USA,103,19781879
The Hangover Part III,2013,Adventure,Todd Phillips,Todd Phillips,Bradley Cooper,English,USA,100,112200000
We Are the Giant,2014,Documentary,Greg Barker,unknown,unknown,Arabic,USA,92,1088
Rab Ne Bana Di Jodi,2008,Comedy,Aditya Chopra,Aditya Chopra ,Shah Rukh Khan,Hindi,India,167,2040699
The Understudy,2008,Comedy,David Conolly,David Conolly,Marin Ireland,English,USA,101,9593
Tiger Eyes,2012,Drama,Lawrence Blume,Judy Blume ,Willa Holland,English,USA,92,25163
The House Bunny,2008,Comedy,Fred Wolf,Karen McCullah,Anna Faris,English,USA,97,48237389
My Week with Marilyn,2011,Biography,Simon Curtis,Adrian Hodges ,Michelle Williams,English,UK,99,12600000
Charlie St. Cloud,2010,Drama,Burr Steers,Craig Pearce ,Zac Efron,English,USA,99,31136950
Let the Right One In,2008,Drama,Tomas Alfredson,John Ajvide Lindqvist ,Kare Hedebrant,Swedish,Sweden,115,2100000
Brad's Status,2017,Comedy,Mike White,Mike White,Ben Stiller,English,USA,102,2029594
23 Blast,2014,Drama,Dylan Baker,Bram Hoover,Stephen Lang,English,USA,98,485128
Painted Skin: The Resurrection,2012,Fantasy,Wuershan,Qian Mi ,Xun Zhou,Mandarin,China,131,13286
Blue Like Jazz,2012,Comedy,Steve Taylor,Donald Miller ,Marshall Allman,English,USA,108,594904
Underworld Awakening,2012,Action,Mans Marlind,Len Wiseman ,Kate Beckinsale,English,USA,88,62321039
Now You See Me,2013,Crime,Louis Leterrier,Ed Solomon ,Jesse Eisenberg,English,USA,115,117698894
Inside Llewyn Davis,2013,Drama,Ethan Coen,Joel Coen,Oscar Isaac,English,USA,104,9666762
Prom,2011,Comedy,Joe Nussbaum,Katie Wech,Aimee Teegarden,English,USA,104,10106233
Singh Is Bliing,2015,Action,Prabhudheva,Chintan Gandhi ,Akshay Kumar,Hindi,India,141,77300
The Romantics,2010,Comedy,Galt Niederhoffer,Galt Niederhoffer ,Katie Holmes,English,USA,95,100000
Linsanity,2013,Documentary,Evan Jackson Leong,Aaron Strongoni ,Daniel Dae Kim,English,USA,89,298250
Our Little Sister,2015,Drama,Hirokazu Koreeda,Akimi Yoshida ,Haruka Ayase,Japanese,Japan,127,466986
Skyfall,2012,Action,Sam Mendes,Neal Purvis,Daniel Craig,English,UK,143,299300000
The Collector,2009,Horror,Marcus Dunstan,Patrick Melton ,William Prael,English,USA,90,7674322
In a World...,2013,Comedy,Lake Bell,Lake Bell,Lake Bell,English,USA,93,2041184
The Other End of the Line,2008,Comedy,James Dodson,Tracey Jackson,Jesse Metcalfe,English,UK,106,59078
Jake Squared,2013,Comedy,Howard Goldberg,Howard Goldberg,Elias Koteas,English,USA,100,1681
G.I. Joe: Retaliation,2013,Action,Jon M. Chu,Rhett Reese,Dwayne Johnson,English,USA,110,122512052
Lady Macbeth,2016,Drama,William Oldroyd,Nikolai Leskov ,Florence Pugh,English,UK,89,1128187
Tinker Bell and the Legend of the NeverBeast,2014,Animation,Steve Loter,Steve Loter ,Ginnifer Goodwin,English,USA,76,1204288
The Immigrant,2013,Drama,James Gray,James Gray,Marion Cotillard,English,USA,120,1300791
Pandora's Promise,2013,Documentary,Robert Stone,Robert Stone,Stewart Brand,English,USA,87,69252
Frantz,2016,Drama,Francois Ozon,Francois Ozon ,Pierre Niney,French,France,113,880474
Eat Pray Love,2010,Drama,Ryan Murphy,Ryan Murphy ,Julia Roberts,English,USA,133,80574010
The Tempest,2010,Comedy,Julie Taymor,Julie Taymor ,Felicity Jones,English,USA,110,277515
Ghanchakkar,2013,Comedy,Raj Kumar Gupta,Raj Kumar Gupta ,Vidya Balan,Hindi,India,137,203044
The Armstrong Lie,2013,Documentary,Alex Gibney,Alex Gibney,Reed Albergotti,English,USA,124,381673
Premium Rush,2012,Action,David Koepp,David Koepp,Joseph Gordon-Levitt,English,USA,91,20275446
Detropia,2012,Documentary,Heidi Ewing,unknown,Noah Stewart,English,USA,90,356172
Centurion,2010,Action,Neil Marshall,Neil Marshall,Michael Fassbender,English,UK,97,122288
Man on a Ledge,2012,Action,Asger Leth,Pablo F. Fenjves,Sam Worthington,English,USA,102,18400000
Sinister,2012,Horror,Scott Derrickson,Scott Derrickson,Ethan Hawke,English,USA,110,48100000
The Myth of the American Sleepover,2010,Comedy,David Robert Mitchell,David Robert Mitchell,Claire Sloma,English,USA,96,39001
Rocks in My Pockets,2014,Animation,Signe Baumane,Signe Baumane,Signe Baumane,English,USA,88,22518
Hands of Stone,2016,Action,Jonathan Jakubowicz,Jonathan Jakubowicz,Edgar Ramirez,English,Panama,111,4711216
Despicable Me 3,2017,Animation,Kyle Balda,Cinco Paul,Steve Carell,English,USA,89,264194540
The Babymakers,2012,Comedy,Jay Chandrasekhar,Peter Gaulke,Paul Schneider,English,USA,95,5215
A Turtle's Tale 2: Sammy's Escape from Paradise,2012,Animation,Vincent Kesteloot,Domonic Paris,Alan Shearman,English,Belgium,92,519049
Heartbeats,2010,Drama,Xavier Dolan,Xavier Dolan ,Monia Chokri,French,Canada,101,60991
The Glass Castle,2017,Biography,Destin Daniel Cretton,Destin Daniel Cretton ,Brie Larson,English,USA,127,17238739
InAPPropriate Comedy,2013,Comedy,Vince Offer,Ken Pringle,Rob Schneider,English,USA,83,156414
Let the Bullets Fly,2010,Action,Wen Jiang,Junli Guo ,Yun-Fat Chow,Mandarin,China,132,42616
Babylon A.D.,2008,Action,Mathieu Kassovitz,Maurice G. Dantec ,Vin Diesel,English,France,90,22489779
Musical Chairs,2011,Drama,Susan Seidelman,Marty Madden,Leah Pipes,English,USA,102,29876
Jaane Tu... Ya Jaane Na,2008,Comedy,Abbas Tyrewala,Abbas Tyrewala,Imran Khan,Hindi,India,155,539857
The Artist and the Model,2012,Drama,Fernando Trueba,Jean-Claude Carriere,Jean Rochefort,French,Spain,105,48139
Nativity 2: Danger in the Manger!,2012,Comedy,Debbie Isitt,Debbie Isitt,David Tennant,English,UK,105,5109698
Kath & Kimderella,2012,Comedy,Ted Emery,Gina Riley,Jane Turner,English,Australia,86,3982426
Jack the Giant Slayer,2013,Adventure,Bryan Singer,Darren Lemke ,Nicholas Hoult,English,USA,114,65171860
Yennai Arindhaal,2015,Action,Gautham Menon,Thiagarajan Kumararaja,Ajith Kumar,Tamil,India,168,105184
San Andreas,2015,Action,Brad Peyton,Carlton Cuse ,Dwayne Johnson,English,USA,114,127666001
Brideshead Revisited,2008,Drama,Julian Jarrold,Andrew Davies,Matthew Goode,English,UK,133,6359742
Big Eyes,2014,Biography,Tim Burton,Scott Alexander,Amy Adams,English,USA,106,8021168
Don 2,2011,Action,Farhan Akhtar,Farhan Akhtar ,Shah Rukh Khan,Hindi,India,148,2425377
Back to 1942,2012,Drama,Xiaogang Feng,Zhenyun Liu ,Guoli Zhang,Mandarin,China,145,212475
Moana,2016,Animation,Ron Clements,Jared Bush ,Auli'i Cravalho,English,USA,107,248752120
The Princess of Montpensier,2010,Action,Bertrand Tavernier,Jean Cosmos,Melanie Thierry,French,France,139,340917
Particle Fever,2013,Documentary,Mark Levinson,unknown,David Kaplan,English,USA,99,869838
No One Killed Jessica,2011,Biography,Raj Kumar Gupta,Amitabh Bhattacharya ,Rani Mukerji,Hindi,India,136,439801
Frankie & Alice,2010,Biography,Geoffrey Sax,Cheryl Edwards ,Halle Berry,English,Canada,101,693181
The Day the Earth Stood Still,2008,Drama,Scott Derrickson,David Scarpa ,Keanu Reeves,English,USA,104,79136963
Kites,2010,Action,Anurag Basu,Anurag Basu ,Hrithik Roshan,English,India,123,952682
Memoirs of a Murderer,2017,Drama,Yu Irie,Byung-gil Jung ,Paolo Andrea Di Pietro,Japanese,Japan,118,91144
Hit So Hard,2011,Documentary,P. David Ebersole,P. David Ebersole,Patty Schemel,English,USA,103,30402
Leonie,2010,Biography,Hisako Matsui,Masayo Duus ,Emily Mortimer,English,France,102,53692
Apprentice,2016,Drama,Junfeng Boo,Junfeng Boo ,Firdaus Rahman,Malay,Singapore,115,2578
The Other Woman,2014,Comedy,Nick Cassavetes,Melissa Stack,Cameron Diaz,English,USA,109,77860761
Mr. Nobody,2009,Drama,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,English,Belgium,141,3600
The Expendables 3,2014,Action,Patrick Hughes,Sylvester Stallone ,Sylvester Stallone,English,USA,126,34742878
The FP,2011,Comedy,Brandon Trost,Jason Trost ,Jason Trost,English,USA,82,24656
The Central Park Five,2012,Documentary,Ken Burns,Ken Burns,Antron McCray,English,USA,119,273747
Mademoiselle Chambon,2009,Drama,Stephane Brize,Stephane Brize ,Vincent Lindon,French,France,101,530369
Change of Plans,2009,Comedy,Daniele Thompson,Christopher Thompson,Karin Viard,French,France,100,44231
Mozart's Sister,2010,Biography,Rene Feret,Rene Feret ,Marie Feret,French,France,120,705264
I've Loved You So Long,2008,Drama,Philippe Claudel,Philippe Claudel,Kristin Scott Thomas,French,France,117,2901744
Alien: Covenant,2017,Horror,Ridley Scott,Dan O'Bannon ,Michael Fassbender,English,USA,122,74255908
The Best of Me,2014,Drama,Michael Hoffman,Nicholas Sparks ,Michelle Monaghan,English,USA,118,21984384
Thoda Pyaar Thoda Magic,2008,Comedy,Kunal Kohli,Rohena Gera ,Rishi Kapoor,Hindi,India,145,181610
Witless Protection,2008,Comedy,Charles Robert Carner,Charles Robert Carner ,Larry the Cable Guy,English,USA,97,4131640
The Iceman,2012,Biography,Ariel Vromen,Morgan Land ,Michael Shannon,English,USA,106,1900000
The One I Love,2014,Drama,Charlie McDowell,Justin Lader,Mark Duplass,English,USA,91,511635
Alice Through the Looking Glass,2016,Adventure,James Bobin,Linda Woolverton ,Johnny Depp,English,USA,113,77037635
Ashby,2015,Comedy,Tony McNamara,Tony McNamara,Mickey Rourke,English,USA,100,4631
Diary of a Wimpy Kid: The Long Haul,2017,Comedy,David Bowers,Jeff Kinney ,Jason Drucker,English,USA,91,20737440
Z for Zachariah,2015,Drama,Craig Zobel,Nissar Modi ,Chiwetel Ejiofor,English,Iceland,98,118483
Alex Cross,2012,Action,Rob Cohen,Marc Moss ,Tyler Perry,English,USA,101,25863915
Settai,2013,Comedy,R. Kannan,John Mahendran,Arya,Tamil,India,136,84405
Cop Out,2010,Action,Kevin Smith,Robb Cullen,Bruce Willis,English,USA,107,44047293
A Bad Moms Christmas,2017,Adventure,Jon Lucas,Jon Lucas,Mila Kunis,English,USA,104,72080547
Race to Witch Mountain,2009,Action,Andy Fickman,Matt Lopez ,Dwayne Johnson,English,USA,98,67128202
Margaret,2011,Drama,Kenneth Lonergan,Kenneth Lonergan,Anna Paquin,English,USA,150,46495
The Boondock Saints II: All Saints Day,2009,Action,Troy Duffy,Troy Duffy ,Sean Patrick Flanery,English,USA,118,10150172
Augustine,2012,Drama,Alice Winocour,Alice Winocour,Vincent Lindon,French,France,102,68783
Son of Sardaar,2012,Action,Ashwani Dhir,Robin Bhatt ,Ajay Devgn,Punjabi,India,141,713754
The Connection,2014,Action,Cedric Jimenez,Audrey Diwan ,Jean Dujardin,French,France,135,128657
The Strangers,2008,Horror,Bryan Bertino,Bryan Bertino,Alex Fisher,English,USA,86,52500000
Another Earth,2011,Drama,Mike Cahill,Mike Cahill,William Mapother,English,USA,92,957752
Sing Your Song,2011,Documentary,Susanne Rostock,unknown,Harry Belafonte,English,USA,103,47718
Over Her Dead Body,2008,Comedy,Jeff Lowell,Jeff Lowell,Eva Longoria,English,USA,95,7485689
The Temptation of St. Tony,2009,Drama,Veiko Ounpuu,Veiko Ounpuu,Taavi Eelmaa,Estonian,Estonia,114,1727
Atlas Shrugged II: The Strike,2012,Drama,John Putch,Duke Sandefur ,Diedrich Bader,English,USA,111,2509139
Birth of the Living Dead,2013,Documentary,Rob Kuhns,unknown,George A. Romero,English,USA,76,8590
I.O.U.S.A.,2008,Documentary,Patrick Creadon,Patrick Creadon,Robert Bixby,English,USA,85,634829
The Magnificent Seven,2016,Action,Antoine Fuqua,Akira Kurosawa ,Denzel Washington,English,USA,132,93381044
