Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Simon & the Oaks,2011,Drama,Lisa Ohlin,Marnie Blok ,Bill Skarsgard,Swedish,Sweden,122,106875
There Be Dragons,2011,Biography,Roland Joffe,Roland Joffe,Charlie Cox,English,Spain,122,1065439
Desi Boyz,2011,Comedy,Rohit Dhawan,Rohit Dhawan ,Akshay Kumar,Hindi,India,122,1066167
House of Tolerance,2011,Drama,Bertrand Bonello,Bertrand Bonello ,Noemie Lvovsky,French,France,122,19327
Tinker Tailor Soldier Spy,2011,Drama,Tomas Alfredson,Bridget O'Connor ,Mark Strong,English,France,122,20200000
A Werewolf Boy,2012,Fantasy,Sung-hee Jo,Sung-hee Jo,Bo-Young Park,Korean,South Korea,122,149660
Silver Linings Playbook,2012,Comedy,David O. Russell,David O. Russell ,Bradley Cooper,English,USA,122,132088910
Think Like a Man,2012,Comedy,Tim Story,Keith Merryman ,Michael Ealy,English,USA,122,91547205
Jayne Mansfield's Car,2012,Drama,Billy Bob Thornton,Billy Bob Thornton,Robert Duvall,English,USA,122,14276
Silver Linings Playbook,2012,Comedy,David O. Russell,David O. Russell ,Bradley Cooper,English,USA,122,132088910
Kahaani,2012,Mystery,Sujoy Ghosh,Sujoy Ghosh ,Vidya Balan,Hindi,India,122,1030219
The Devil's Violinist,2013,Biography,Bernard Rose,Bernard Rose,David Garrett,English,Germany,122,8013
Mary Kom,2014,Action,Omung Kumar,Saiwyn Quadras ,Priyanka Chopra,Hindi,India,122,590165
The Hundred-Foot Journey,2014,Comedy,Lasse Hallstrom,Steven Knight ,Helen Mirren,English,USA,122,46214579
A Most Wanted Man,2014,Crime,Anton Corbijn,Andrew Bovell ,Grigoriy Dobrygin,English,UK,122,14037964
Steve Jobs,2015,Biography,Danny Boyle,Aaron Sorkin ,Michael Fassbender,English,UK,122,12403169
In the Heart of the Sea,2015,Action,Ron Howard,Charles Leavitt ,Chris Hemsworth,English,USA,122,19043843
A Journey Through Time with Antony,2015,Drama,Janet Chun,unknown,Chang Liu,Mandarin,China,122,76799
Steve Jobs,2015,Biography,Danny Boyle,Aaron Sorkin ,Michael Fassbender,English,UK,122,12403169
By the Sea,2015,Drama,Angelina Jolie,Angelina Jolie,Brad Pitt,English,France,122,319968
The Second Best Exotic Marigold Hotel,2015,Comedy,John Madden,Ol Parker ,Dev Patel,English,UK,122,38996694
Seven Pounds,2008,Drama,Gabriele Muccino,Grant Nieporte,Will Smith,English,USA,123,69951824
21,2008,Crime,Robert Luketic,Peter Steinfeld ,Jim Sturgess,English,USA,123,81159365
The Imaginarium of Doctor Parnassus,2009,Adventure,Terry Gilliam,Terry Gilliam,Andrew Garfield,English,UK,123,7504196
Fish Tank,2009,Drama,Andrea Arnold,Andrea Arnold,Katie Jarvis,English,Netherlands,123,187074
Orphan,2009,Horror,Jaume Collet-Serra,David Leslie Johnson-McGoldrick ,Vera Farmiga,English,USA,123,41472886
Kites,2010,Action,Anurag Basu,Anurag Basu ,Hrithik Roshan,English,India,123,952682
Kites,2010,Action,Anurag Basu,Anurag Basu ,Hrithik Roshan,English,India,123,952682
Secretariat,2010,Biography,Randall Wallace,Mike Rich,Diane Lane,English,USA,123,59699513
A Separation,2011,Crime,Asghar Farhadi,Asghar Farhadi,Payman Maadi,Persian,Iran,123,6700000
Coriolanus,2011,Drama,Ralph Fiennes,John Logan ,Gerard Butler,English,UK,123,487578
Rock of Ages,2012,Comedy,Adam Shankman,Justin Theroux ,Julianne Hough,English,USA,123,38509342
Rush,2013,Action,Ron Howard,Peter Morgan,Chris Hemsworth,English,UK,123,22442876
Go for Sisters,2013,Crime,John Sayles,John Sayles,LisaGay Hamilton,English,USA,123,55963
About Time,2013,Comedy,Richard Curtis,Richard Curtis,Domhnall Gleeson,English,UK,123,18472384
Godzilla,2014,Action,Gareth Edwards,Max Borenstein ,Aaron Taylor-Johnson,English,USA,123,172962996
The Theory of Everything,2014,Biography,James Marsh,Anthony McCarten ,Eddie Redmayne,English,UK,123,35887263
The Disappearance of Eleanor Rigby: Them,2014,Drama,Ned Benson,Ned Benson,James McAvoy,English,USA,123,402191
The Hunger Games: Mockingjay - Part 1,2014,Action,Francis Lawrence,Peter Craig ,Jennifer Lawrence,English,USA,123,295457212
The Hunger Games: Mockingjay - Part 1,2014,Action,Francis Lawrence,Peter Craig ,Jennifer Lawrence,English,USA,123,295457212
Piku,2015,Comedy,Shoojit Sircar,Juhi Chaturvedi,Deepika Padukone,Hindi,India,123,1801806
Black Mass,2015,Biography,Scott Cooper,Mark Mallouk ,Johnny Depp,English,USA,123,48786443
The Walk,2015,Adventure,Robert Zemeckis,Robert Zemeckis ,Joseph Gordon-Levitt,English,USA,123,8064239
Woodlawn,2015,Drama,Andrew Erwin,Jon Erwin,Sean Astin,English,USA,123,14393862
Last Cab to Darwin,2015,Comedy,Jeremy Sims,Reg Cribb ,Michael Caton,English,Australia,123,32848
Veteran,2015,Action,Seung-wan Ryoo,Seon-gyeong Gu ,Jung-min Hwang,Russian,South Korea,123,1048332
Concussion,2015,Biography,Peter Landesman,Peter Landesman,Will Smith,English,UK,123,23268108
The Reader,2008,Drama,Stephen Daldry,David Hare ,Ralph Fiennes,English,USA,124,34111418
"Synecdoche, New York",2008,Comedy,Charlie Kaufman,Charlie Kaufman,Philip Seymour Hoffman,English,USA,124,3000000
"Hugh Hefner: Playboy, Activist and Rebel",2009,Documentary,Brigitte Berman,Brigitte Berman,Larry Adler,English,Canada,124,21878
Ajami,2009,Crime,Scandar Copti,Scandar Copti,Fouad Habash,Arabic,Germany,124,500000
Amigo,2010,Drama,John Sayles,John Sayles,Arthur Acuna,English,USA,124,183490
Neds,2010,Drama,Peter Mullan,Peter Mullan,Conor McCarron,English,UK,124,283210
The Twilight Saga: Eclipse,2010,Adventure,David Slade,Melissa Rosenberg ,Xavier Samuel,English,USA,124,300523113
Iron Man 2,2010,Action,Jon Favreau,Justin Theroux ,Robert Downey Jr.,English,USA,124,312057433
Iron Man 2,2010,Action,Jon Favreau,Justin Theroux ,Robert Downey Jr.,English,USA,124,312057433
We Bought a Zoo,2011,Comedy,Cameron Crowe,Aline Brosh McKenna ,Matt Damon,English,USA,124,72700000
Answers to Nothing,2011,Drama,Matthew Leutwyler,Ric Barbera ,Sam Page,English,USA,124,22029
Beginning of the Great Revival,2011,Drama,Sanping Han,Zhe Dong,Bingbing Fan,Mandarin,China,124,151305
Captain America: The First Avenger,2011,Action,Joe Johnston,Christopher Markus ,Chris Evans,English,USA,124,176636816
The Best Exotic Marigold Hotel,2011,Comedy,John Madden,Ol Parker ,Judi Dench,English,UK,124,46377022
On the Road,2012,Adventure,Walter Salles,Jack Kerouac ,Sam Riley,English,France,124,665094
Prometheus,2012,Adventure,Ridley Scott,Jon Spaihts,Noomi Rapace,English,USA,124,126464904
The Five-Year Engagement,2012,Comedy,Nicholas Stoller,Jason Segel,Jason Segel,English,USA,124,28644770
Walking with the Enemy,2013,Action,Mark Schmidt,Kenny Golde ,Vitalie Bichir,English,Romania,124,357000
The Armstrong Lie,2013,Documentary,Alex Gibney,Alex Gibney,Reed Albergotti,English,USA,124,381673
Oblivion,2013,Action,Joseph Kosinski,Karl Gajdusek ,Tom Cruise,English,USA,124,89021735
Beautiful Creatures,2013,Drama,Richard LaGravenese,Richard LaGravenese ,Alden Ehrenreich,English,USA,124,19445217
Jurassic World,2015,Action,Colin Trevorrow,Rick Jaffa ,Chris Pratt,English,USA,124,528757749
Youth,2015,Comedy,Paolo Sorrentino,Paolo Sorrentino,The Retrosettes,English,Italy,124,1882275
Joy,2015,Drama,David O. Russell,David O. Russell ,Jennifer Lawrence,English,USA,124,42581369
Southpaw,2015,Drama,Antoine Fuqua,Kurt Sutter,Jake Gyllenhaal,English,Hong Kong,124,42373328
Youth,2015,Comedy,Paolo Sorrentino,Paolo Sorrentino,The Retrosettes,English,Italy,124,1882275
My King,2015,Drama,Maiwenn,Etienne Comar ,Vincent Cassel,French,France,124,53920
Sarkar Raj,2008,Crime,Ram Gopal Varma,Prashant Pandey,Amitabh Bachchan,Hindi,India,125,909771
Sarkar Raj,2008,Crime,Ram Gopal Varma,Prashant Pandey,Amitabh Bachchan,Hindi,India,125,909771
Oye Lucky! Lucky Oye!,2008,Comedy,Dibakar Banerjee,Dibakar Banerjee ,Abhay Deol,Hindi,India,125,6150700
Seraphine,2008,Biography,Martin Provost,Marc Abdelnour,Yolande Moreau,French,France,125,557682
The Children of Huang Shi,2008,Drama,Roger Spottiswoode,Jane Hawksley,Jonathan Rhys Meyers,English,Australia,125,652604
Duplicity,2009,Comedy,Tony Gilroy,Tony Gilroy,Clive Owen,English,USA,125,40559930
Mother and Child,2009,Drama,Rodrigo Garcia,Rodrigo Garcia,Alexandria M. Salling,English,USA,125,1110286
TRON: Legacy,2010,Action,Joseph Kosinski,Edward Kitsis ,Jeff Bridges,English,USA,125,172051787
The Town,2010,Crime,Ben Affleck,Peter Craig ,Ben Affleck,English,USA,125,92173235
Valentine's Day,2010,Comedy,Garry Marshall,Katherine Fugate ,Jessica Alba,English,USA,125,110500000
The Interrupters,2011,Documentary,Steve James,Alex Kotlowitz ,Tio Hardiman,English,USA,125,282448
The Warring States,2011,Drama,Chen Jin,Jie Shen,Tian Jing,Mandarin,China,125,67991
Bridesmaids,2011,Comedy,Paul Feig,Kristen Wiig,Kristen Wiig,English,USA,125,166500000
Thank You,2011,Comedy,Anees Bazmee,Rajan Aggarwal ,Akshay Kumar,Hindi,India,125,462609
Red Tails,2012,Action,Anthony Hemingway,John Ridley ,Terrence Howard,English,USA,125,49500000
The Company You Keep,2012,Drama,Robert Redford,Lem Dobbs ,Robert Redford,English,USA,125,5132442
The Host,2013,Action,Andrew Niccol,Andrew Niccol ,Rachel Roberts,English,USA,125,26609448
Saving Mr. Banks,2013,Biography,John Lee Hancock,Kelly Marcel,Emma Thompson,English,USA,125,53260198
Into the Woods,2014,Adventure,Rob Marshall,James Lapine ,Anna Kendrick,English,USA,125,89789227
Fifty Shades of Grey,2015,Drama,Sam Taylor-Johnson,Kelly Marcel ,Dakota Johnson,English,USA,125,189859585
Truth,2015,Biography,James Vanderbilt,James Vanderbilt ,Cate Blanchett,English,Australia,125,1580106
Fifty Shades of Grey,2015,Drama,Sam Taylor-Johnson,Kelly Marcel ,Dakota Johnson,English,USA,125,189859585
Embrace of the Serpent,2015,Adventure,Ciro Guerra,Ciro Guerra,Nilbio Torres,Spanish,Colombia,125,1320005
North Face,2008,Adventure,Philipp Stolzl,Chris Silber,Benno Furmann,German,Germany,126,500948
Iron Man,2008,Action,Jon Favreau,Mark Fergus ,Robert Downey Jr.,English,USA,126,318298180
Do Knot Disturb,2009,Comedy,David Dhawan,Yunus Sajawal ,Govinda,Hindi,India,126,124573
Guzaarish,2010,Drama,Sanjay Leela Bhansali,Sanjay Leela Bhansali ,Hrithik Roshan,Hindi,India,126,1017335
Come Undone,2010,Drama,Silvio Soldini,Silvio Soldini ,Alba Rohrwacher,Italian,Italy,126,2664
Dabangg,2010,Action,Abhinav Kashyap,Dilip Shukla,Salman Khan,Hindi,India,126,1258932
Hugo,2011,Adventure,Martin Scorsese,John Logan ,Ben Kingsley,English,USA,126,73820094
Vicky Donor,2012,Comedy,Shoojit Sircar,Juhi Chaturvedi ,Ayushmann Khurrana,Hindi,India,126,466467
Snowpiercer,2013,Action,Joon-ho Bong,Joon-ho Bong ,Chris Evans,English,South Korea,126,2786828
Her,2013,Drama,Spike Jonze,Spike Jonze,Joaquin Phoenix,English,USA,126,17901029
Her,2013,Drama,Spike Jonze,Spike Jonze,Joaquin Phoenix,English,USA,126,17901029
The Wolverine,2013,Action,James Mangold,Mark Bomback ,Hugh Jackman,English,USA,126,132550960
Ode to My Father,2014,Drama,JK Youn,Su-jin Park,Jung-min Hwang,Korean,South Korea,126,2300121
The Expendables 3,2014,Action,Patrick Hughes,Sylvester Stallone ,Sylvester Stallone,English,USA,126,34742878
Terminator Genisys,2015,Action,Alan Taylor,Laeta Kalogridis,Arnold Schwarzenegger,English,USA,126,75614989
Mountains May Depart,2015,Drama,Zhangke Jia,Zhangke Jia ,Tao Zhao,Chinese,China,126,80408
Cherry Blossoms,2008,Drama,Doris Dorrie,Doris Dorrie ,Elmar Wepper,German,Germany,127,100000
Broken Embraces,2009,Drama,Pedro Almodovar,Pedro Almodovar,Penelope Cruz,Spanish,Spain,127,4900000
Agora,2009,Adventure,Alejandro Amenabar,Alejandro Amenabar,Rachel Weisz,English,Spain,127,600000
Tetro,2009,Drama,Francis Ford Coppola,Mauricio Kartun ,Vincent Gallo,English,USA,127,273753
State of Play,2009,Crime,Kevin Macdonald,Matthew Michael Carnahan ,Russell Crowe,English,USA,127,36965395
Capitalism: A Love Story,2009,Documentary,Michael Moore,Michael Moore,William Black,English,USA,127,14342792
My Joy,2010,Adventure,Sergei Loznitsa,Sergei Loznitsa ,Viktor Nemets,Russian,Germany,127,3756
Polisse,2011,Crime,Maiwenn,Maiwenn ,Karin Viard,French,France,127,100000
In the Land of Blood and Honey,2011,Drama,Angelina Jolie,Angelina Jolie,Zana Marjanovic,Bosnian,USA,127,301305
Polisse,2011,Crime,Maiwenn,Maiwenn ,Karin Viard,French,France,127,100000
Real Steel,2011,Action,Shawn Levy,John Gatins ,Hugh Jackman,English,USA,127,85463309
Jodi Breakers,2012,Comedy,Ashwini Chaudhary,Ashwini Chaudhary,Bipasha Basu,Hindi,India,127,52618
Life of Pi,2012,Adventure,Ang Lee,Yann Martel ,Suraj Sharma,English,USA,127,103500000
In the Fog,2012,Drama,Sergey Loznitsa,Vasiliy Bykov ,Vladimir Svirskiy,Russian,Germany,127,7465
Snow White and the Huntsman,2012,Action,Rupert Sanders,Evan Daugherty ,Kristen Stewart,English,USA,127,155081785
Twice Born,2012,Drama,Sergio Castellitto,Margaret Mazzantini ,Penelope Cruz,English,Italy,127,14947
Amour,2012,Drama,Michael Haneke,Michael Haneke ,Jean-Louis Trintignant,French,Austria,127,6700000
Blood Ties,2013,Crime,Guillaume Canet,Guillaume Canet ,Clive Owen,English,France,127,28785
The Attorney,2013,Drama,Woo-seok Yang,Yoon Hyeon-ho,Kwang Soo Cha,Korean,South Korea,127,347684
Blood Ties,2013,Crime,Guillaume Canet,Guillaume Canet ,Clive Owen,English,France,127,28785
Kill Dil,2014,Action,Shaad Ali,Nitesh Tiwari ,Ranveer Singh,Hindi,India,127,98105
Our Little Sister,2015,Drama,Hirokazu Koreeda,Akimi Yoshida ,Haruka Ayase,Japanese,Japan,127,466986
Mojin - The Lost Legend,2015,Action,Wuershan,Chia-Lu Chang ,Kun Chen,Mandarin,China,127,1243810
Let's Get Married,2015,Comedy,Jiang Liu,Jiang Liu ,Ivy Yi-Han Chen,Mandarin,China,127,462918
Dragon Blade,2015,Action,Daniel Lee,Daniel Lee,Jackie Chan,Mandarin,China,127,72413
Chi-Raq,2015,Comedy,Spike Lee,Kevin Willmott,Nick Cannon,English,USA,127,2647378
The 33,2015,Biography,Patricia Riggen,Mikko Alanne ,Antonio Banderas,English,Chile,127,9144459
Jupiter Ascending,2015,Action,Lana Wachowski,Lilly Wachowski,Mila Kunis,English,USA,127,43733037
The Beauty Inside,2015,Drama,Jong-Yeol Baek,Seon-jeong Kim,Hyo-Joo Han,Korean,South Korea,127,50536
Our Little Sister,2015,Drama,Hirokazu Koreeda,Akimi Yoshida ,Haruka Ayase,Japanese,Japan,127,466986
Milk,2008,Biography,Gus Van Sant,Dustin Lance Black,Sean Penn,English,USA,128,31716847
Body of Lies,2008,Action,Ridley Scott,William Monahan ,Leonardo DiCaprio,English,USA,128,39380442
Love Aaj Kal,2009,Comedy,Imtiaz Ali,Imtiaz Ali,Saif Ali Khan,Hindi,India,128,2000000
Vincere,2009,Biography,Marco Bellocchio,Marco Bellocchio ,Giovanna Mezzogiorno,Italian,Italy,128,600000
Sherlock Holmes,2009,Action,Guy Ritchie,Michael Robert Johnson ,Robert Downey Jr.,English,USA,128,208711166
The Ghost Writer,2010,Drama,Roman Polanski,Robert Harris ,Ewan McGregor,English,France,128,11016593
The Ghost Writer,2010,Drama,Roman Polanski,Robert Harris ,Ewan McGregor,English,France,128,11016593
Raavanan,2010,Action,Mani Ratnam,Mani Ratnam ,Vikram,Tamil,India,128,480703
Blood Done Sign My Name,2010,Drama,Jeb Stuart,Jeb Stuart,Natalie Alyn Lind,English,USA,128,82739
Rascals,2011,Action,David Dhawan,Sanjay Chhel ,Ajay Devgn,Hindi,India,128,261156
Hara-Kiri: Death of a Samurai,2011,Drama,Takashi Miike,Kikumi Yamagishi ,Koji Yakusho,Japanese,Japan,128,60201
Dum Maaro Dum,2011,Action,Rohan Sippy,Charudutt Acharya ,Abhishek Bachchan,Hindi,India,128,563699
I Wish,2011,Drama,Hirokazu Koreeda,Hirokazu Koreeda ,Masami Nagasawa,Japanese,Japan,128,145697
42,2013,Biography,Brian Helgeland,Brian Helgeland,Chadwick Boseman,English,USA,128,95001343
The Fifth Estate,2013,Biography,Bill Condon,Daniel Domscheit-Berg ,Peter Capaldi,English,USA,128,3254172
47 Ronin,2013,Action,Carl Rinsch,Chris Morgan ,Keanu Reeves,English,USA,128,20518224
I'm Your Hero,2014,Action,David Dhawan,Tushar Hiranandani ,Varun Dhawan,Hindi,India,128,274579
Tanu Weds Manu Returns,2015,Comedy,Aanand L. Rai,Himanshu Sharma,Madhavan,Hindi,India,128,3031562
Gabbar is Back,2015,Action,Radha Krishna Jagarlamudi,A.R. Murugadoss ,Akshay Kumar,Hindi,India,128,276429
W.,2008,Biography,Oliver Stone,Stanley Weiser,Josh Brolin,English,USA,129,25517500
The Blind Side,2009,Biography,John Lee Hancock,John Lee Hancock,Sandra Bullock,English,USA,129,255900000
The Secret in Their Eyes,2009,Drama,Juan Jose Campanella,Eduardo Sacheri ,Soledad Villamil,Spanish,Argentina,129,6390014
Mother,2009,Crime,Joon-ho Bong,Joon-ho Bong ,Hye-ja Kim,Korean,South Korea,129,500000
He's Just Not That Into You,2009,Comedy,Ken Kwapis,Abby Kohn,Morgan Lily,English,Germany,129,93800000
The Girl Who Played with Fire,2009,Crime,Daniel Alfredson,Jonas Frykberg ,Michael Nyqvist,Swedish,Sweden,129,7638241
Hereafter,2010,Drama,Clint Eastwood,Peter Morgan,Cecile de France,English,USA,129,32741596
Action Replay,2010,Comedy,Vipul Amrutlal Shah,Irshad Kamil ,Akshay Kumar,Hindi,India,129,410262
Another Year,2010,Comedy,Mike Leigh,Mike Leigh,Jim Broadbent,English,UK,129,3200000
I Hate Luv Storys,2010,Comedy,Punit Malhotra,Punit Malhotra ,Imran Khan,Hindi,India,129,847993
Sherlock Holmes: A Game of Shadows,2011,Action,Guy Ritchie,Michele Mulroney,Robert Downey Jr.,English,USA,129,186830669
Courageous,2011,Drama,Alex Kendrick,Alex Kendrick,Ken Bevel,English,USA,129,34522221
Machine Gun Preacher,2011,Action,Marc Forster,Jason Keller,Gerard Butler,English,USA,129,400000
I Melt with You,2011,Drama,Mark Pellington,Glenn Porter ,Thomas Jane,English,USA,129,4176
Bullhead,2011,Crime,Michael R. Roskam,Michael R. Roskam ,Matthias Schoenaerts,Flemish,Belgium,129,73567
Extremely Loud & Incredibly Close,2011,Adventure,Stephen Daldry,Eric Roth ,Tom Hanks,English,USA,129,31836745
3-D Sex and Zen: Extreme Ecstasy,2011,Comedy,Christopher Lap-Key Sun,Stephen Shiu ,Hiro Hayama,Cantonese,Hong Kong,129,85874
Anna Karenina,2012,Drama,Joe Wright,Tom Stoppard ,Matthew Macfadyen,English,UK,129,12802907
The ABCs of Death,2012,Comedy,Kaare Andrews,Ant Timpson ,Eva Llorach,English,USA,129,17160
Pain & Gain,2013,Action,Michael Bay,Christopher Markus ,Mark Wahlberg,English,USA,129,49300000
Rangeelay,2013,Action,Navaniat Singh,Dheeraj Rattan ,Binnu Dhillon,Panjabi,India,129,139074
A Villain,2014,Action,Mohit Suri,Tushar Hiranandani,Sidharth Malhotra,Hindi,India,129,414116
Kingsman: The Secret Service,2014,Action,Matthew Vaughn,Jane Goldman ,Adrian Quinton,English,UK,129,119469511
Hamari Adhuri Kahani,2015,Drama,Mohit Suri,Mahesh Bhatt,Rajkummar Rao,Hindi,India,129,235361
Pride and Glory,2008,Crime,Gavin O'Connor,Joe Carnahan ,Colin Farrell,English,USA,130,15709385
Paris,2008,Comedy,Cedric Klapisch,Cedric Klapisch,Fabrice Luchini,French,France,130,1000000
Bride Flight,2008,Drama,Ben Sombogaart,Marieke van der Pol ,Karina Smulders,Dutch,Netherlands,130,497252
The Express,2008,Biography,Gary Fleder,Charles Leavitt,Rob Brown,English,USA,130,9589875
The Twilight Saga: New Moon,2009,Adventure,Chris Weitz,Melissa Rosenberg ,Kristen Stewart,English,USA,130,296593070
Harry Potter and the Deathly Hallows: Part 2,2011,Adventure,David Yates,Steve Kloves ,Ralph Fiennes,English,USA,130,381000185
Fast Five,2011,Action,Justin Lin,Chris Morgan,Vin Diesel,English,USA,130,209805005
Anonymous,2011,Drama,Roland Emmerich,John Orloff,Rhys Ifans,English,UK,130,4463292
Jack Reacher,2012,Action,Christopher McQuarrie,Lee Child ,Tom Cruise,English,USA,130,80033643
Tere Naal Love Ho Gaya,2012,Comedy,Mandeep Kumar,Abhijeet Sandhu,Riteish Deshmukh,Hindi,India,130,177472
Jack Reacher,2012,Action,Christopher McQuarrie,Lee Child ,Tom Cruise,English,USA,130,80033643
The Reluctant Fundamentalist,2012,Drama,Mira Nair,Javed Akhtar ,Riz Ahmed,English,USA,130,519535
Mud,2012,Drama,Jeff Nichols,Jeff Nichols,Matthew McConaughey,English,USA,130,21589307
The Grandmaster,2013,Action,Kar-Wai Wong,Kar-Wai Wong ,Tony Chiu-Wai Leung,Mandarin,Hong Kong,130,6300000
The Mortal Instruments: City of Bones,2013,Action,Harald Zwart,Jessica Postigo ,Lily Collins,English,USA,130,31165421
Fast & Furious 6,2013,Action,Justin Lin,Chris Morgan,Vin Diesel,English,USA,130,238700000
Iron Man 3,2013,Action,Shane Black,Drew Pearce ,Robert Downey Jr.,English,China,130,408992272
We Steal Secrets: The Story of WikiLeaks,2013,Documentary,Alex Gibney,Alex Gibney,John 'FuzzFace' McMahon,English,USA,130,158932
Oz the Great and Powerful,2013,Adventure,Sam Raimi,Mitchell Kapner ,James Franco,English,USA,130,234903076
A Master Builder,2013,Drama,Jonathan Demme,Henrik Ibsen ,Wallace Shawn,English,USA,130,46874
Dawn of the Planet of the Apes,2014,Action,Matt Reeves,Mark Bomback,Andy Serkis,English,USA,130,183278877
Pirates,2014,Action,Seok-hoon Lee,Seong-il Cheon,Nam-gil Kim,Korean,South Korea,130,297593
Tomorrowland,2015,Action,Brad Bird,Damon Lindelof ,George Clooney,English,USA,130,71526443
Northern Limit Line,2015,Drama,Hak-sun Kim,Soon-jo Choi ,Mu-Yeol Kim,Korean,South Korea,130,324719
The Forbidden Room,2015,Comedy,Guy Maddin,Guy Maddin,Roy Dupuis,English,Canada,130,34043
The Hurt Locker,2008,Drama,Kathryn Bigelow,Mark Boal,Jeremy Renner,English,USA,131,15700000
Everlasting Moments,2008,Biography,Jan Troell,Niklas Radstrom ,Maria Heiskanen,Swedish,Sweden,131,1500000
Incendies,2010,Drama,Denis Villeneuve,Denis Villeneuve ,Mustafa Kamel,French,Canada,131,6857096
Shaolin,2011,Action,Benny Chan,Alan Yuen ,Shaoqun Yu,Mandarin,Hong Kong,131,42256
X-Men: First Class,2011,Action,Matthew Vaughn,Ashley Miller ,James McAvoy,English,USA,131,145300000
Battleship,2012,Action,Peter Berg,Jon Hoeber,Taylor Kitsch,English,USA,131,65173160
Savages,2012,Crime,Oliver Stone,Shane Salerno ,Blake Lively,English,USA,131,47300000
Painted Skin: The Resurrection,2012,Fantasy,Wuershan,Qian Mi ,Xun Zhou,Mandarin,China,131,13286
Neighboring Sounds,2012,Drama,Kleber Mendonca Filho,Kleber Mendonca Filho,Ana Rita Gurgel,Portuguese,Brazil,131,29295
The Best Offer,2013,Crime,Giuseppe Tornatore,Giuseppe Tornatore ,Geoffrey Rush,English,Italy,131,85433
Pacific Rim,2013,Action,Guillermo del Toro,Travis Beacham ,Charlie Hunnam,English,USA,131,101785482
White House Down,2013,Action,Roland Emmerich,James Vanderbilt,Channing Tatum,English,USA,131,73103784
The Best Offer,2013,Crime,Giuseppe Tornatore,Giuseppe Tornatore ,Geoffrey Rush,English,Italy,131,85433
Mission: Impossible - Rogue Nation,2015,Action,Christopher McQuarrie,Christopher McQuarrie ,Tom Cruise,English,USA,131,154979949
Brooklyn's Finest,2009,Crime,Antoine Fuqua,Michael C. Martin,Richard Gere,English,USA,132,26746443
Brooklyn's Finest,2009,Crime,Antoine Fuqua,Michael C. Martin,Richard Gere,English,USA,132,26746443
Let the Bullets Fly,2010,Action,Wen Jiang,Junli Guo ,Yun-Fat Chow,Mandarin,China,132,42616
Mission: Impossible - Ghost Protocol,2011,Action,Brad Bird,Bruce Geller ,Tom Cruise,English,USA,132,209364921
Ek Tha Tiger,2012,Action,Kabir Khan,Aditya Chopra,Salman Khan,Hindi,India,132,2437447
John Carter,2012,Action,Andrew Stanton,Andrew Stanton ,Taylor Kitsch,English,USA,132,73058679
Star Trek Into Darkness,2013,Action,J.J. Abrams,Roberto Orci,Chris Pine,English,USA,132,228756232
Lee Daniels' The Butler,2013,Biography,Lee Daniels,Danny Strong,Forest Whitaker,English,USA,132,116631310
The Equalizer,2014,Action,Antoine Fuqua,Richard Wenk,Denzel Washington,English,USA,132,85212969
X-Men: Days of Future Past,2014,Action,Bryan Singer,Simon Kinberg ,Hugh Jackman,English,USA,132,199305306
Need for Speed,2014,Action,Scott Waugh,George Gatins ,Aaron Paul,English,USA,132,40138026
Legend,2015,Biography,Brian Helgeland,Brian Helgeland,Paul Anderson,English,UK,132,14146549
Brideshead Revisited,2008,Drama,Julian Jarrold,Andrew Davies,Matthew Goode,English,UK,133,6359742
City of Life and Death,2009,Drama,Chuan Lu,Chuan Lu,Ye Liu,Mandarin,China,133,68767
Father,2009,Comedy,R. Balki,R. Balki,Amitabh Bachchan,Hindi,India,133,199228
For Colored Girls,2010,Drama,Tyler Perry,Tyler Perry ,Kimberly Elise,English,USA,133,37714860
Wall Street: Money Never Sleeps,2010,Drama,Oliver Stone,Allan Loeb,Richard Stratton,English,USA,133,52474616
Norwegian Wood,2010,Drama,Anh Hung Tran,Haruki Murakami ,Ken'ichi Matsuyama,Japanese,Japan,133,13000
The Next Three Days,2010,Action,Paul Haggis,Paul Haggis ,Russell Crowe,English,USA,133,21100000
Eat Pray Love,2010,Drama,Ryan Murphy,Ryan Murphy ,Julia Roberts,English,USA,133,80574010
Moneyball,2011,Biography,Bennett Miller,Steven Zaillian ,Brad Pitt,English,USA,133,75605492
Velaiilla Pattadhari,2014,Action,Velraj,Velraj,Dhanush,Tamil,India,133,66438
American Sniper,2014,Action,Clint Eastwood,Jason Hall,Bradley Cooper,English,USA,133,274377268
Blackhat,2015,Action,Michael Mann,Morgan Davis Foehl,Chris Hemsworth,English,USA,133,5686515
Creed,2015,Drama,Ryan Coogler,Ryan Coogler ,Michael B. Jordan,English,USA,133,81157671
Blackhat,2015,Action,Michael Mann,Morgan Davis Foehl,Chris Hemsworth,English,USA,133,5686515
Che: Part One,2008,Biography,Steven Soderbergh,Peter Buchman ,Julia Ormond,Spanish,France,134,1543029
To Die Like a Man,2009,Drama,Joao Pedro Rodrigues,Joao Pedro Rodrigues ,Chandra Malatitch,Portuguese,Portugal,134,3913
Invictus,2009,Biography,Clint Eastwood,Anthony Peckham ,Morgan Freeman,English,USA,134,37431431
City of War: The Story of John Rabe,2009,Biography,Florian Gallenberger,Florian Gallenberger,Ulrich Tukur,Cantonese,France,134,100000
